"","cg03463446","cg17805199","cg11616676","cg10138044","cg22780260","cg19310653","cg03598020","cg14459193","cg14596064","cg27189155","cg13217322","cg14904079","cg05769889","cg20087134","cg18647570","cg07093748","cg09269759","cg23200218","cg02560310","cg00340855","cg16887064","cg20745261","cg25589803","cg15279186","cg20030796","cg01674530","cg07253510","cg12563898","cg14821713","cg18127922","cg05594525","cg02941135","cg08470320","cg26427044","cg14067446","cg14725388","cg05885546","cg11105563","cg03534180","cg13451048","cg26516006","cg10762038","cg15884436","cg11312462","cg02853470","cg00972313","cg16985117","cg15058545","cg08501497","cg23529669","cg16299636","cg26345401","cg22315903","cg05471411","cg20248774","cg05788267","cg16941122","cg16959863","cg09314803","cg11596241","cg03896585","cg07755528","cg22200330","cg03967521","cg11382091","cg07642754","cg10122776","cg18160691","cg00901585","cg25284031","cg17102042","cg06410591","cg14272780","cg13714834","cg22540552","cg22470465","cg23092527","cg09214323","cg02707840","cg24280297","cg27189973","cg16196713","cg22053720","cg25981350","cg06975395","cg25499044","cg06086267","cg03791164","cg02259802","cg15197657","cg24767698","cg00425213","cg07904447","cg06791912","cg00271390","cg17007597","cg12407526","cg04701618","cg24384430","cg23890469","cg25735490","cg20246424","cg00885747","cg06643951","cg02133819","cg24933625","cg22806431","cg15310800","cg11341440"
"PDD15",0.9309253,0.6653586,0.09854039,0.8580915,0.9610008,0.7446459,0.9594211,0.8533831,0.8486248,0.7175937,0.764355,0.943372,0.08445298,0.8777533,0.8105866,0.5615895,0.7129135,0.9179422,0.8863178,0.884498,0.8327146,0.9079452,0.8918653,0.8140922,0.7851407,0.575839,0.9179535,0.8821558,0.09476892,0.2808482,0.2349692,0.580768,0.8294532,0.1893277,0.9399727,0.7622388,0.4293972,0.7283679,0.753557,0.4959819,0.788869,0.910171,0.9606006,0.8448306,0.9116084,0.7994215,0.8547346,0.4376951,0.957759,0.7847451,0.8783846,0.7719782,0.6823025,0.9091155,0.2557195,0.9038198,0.6251854,0.9584445,0.587718,0.9030472,0.9500075,0.6376432,0.03438465,0.008098287,0.9719268,0.7598516,0.6031202,0.4907129,0.9133478,0.8363239,0.7329273,0.1268207,0.9127354,0.9071049,0.07254663,0.9028069,0.9385311,0.7466323,0.9390805,0.01994201,0.09997152,0.01375564,0.6796468,0.580118,0.9821302,0.8438424,0.7613051,0.7141287,0.7831311,0.4947104,0.9403815,0.7637642,0.03105769,0.7167984,0.9781345,0.9194453,0.7475524,0.4572585,0.102751,0.3398276,0.9746326,0.8924006,0.9351656,0.8148436,0.9321638,0.1833853,0.7188629,0.9438068,0.8624181
"CTRL50",0.9736097,0.708338,0.02318092,0.873486,0.9077888,0.5500815,0.9498789,0.7987893,0.722546,0.7551011,0.6649832,0.9414412,0.06637213,0.8586997,0.7305458,0.5320837,0.6457826,0.8839298,0.8999178,0.8188075,0.8537324,0.8779346,0.8332955,0.7979516,0.7048617,0.5327119,0.9690723,0.6869711,0.03316063,0.3315036,0.2421418,0.5870675,0.7591425,0.1311037,0.9273228,0.7713387,0.5239435,0.709597,0.8975605,0.4952828,0.7175988,0.8388904,0.9329325,0.8561536,0.8086214,0.7777857,0.9108762,0.3897936,0.9545027,0.9375225,0.7920566,0.7590878,0.7893494,0.8868287,0.2842473,0.9635298,0.6080999,0.932123,0.9377911,0.8220183,0.9596445,0.571609,0.02229341,0.004193411,0.9540063,0.6927734,0.6059099,0.4007999,0.8162461,0.8474838,0.7215007,0.1333564,0.8820173,0.8547176,0.08034844,0.8572348,0.9596374,0.7463892,0.9125937,0.009602683,0.1239608,0.01125911,0.6945002,0.5465711,0.980592,0.9048852,0.639177,0.6427886,0.7568208,0.3997603,0.9142086,0.794844,0.02964791,0.6778128,0.932804,0.8170118,0.8815623,0.5684138,0.07415445,0.3800916,0.9858684,0.8373778,0.9063429,0.8083807,0.8669423,0.2562982,0.606035,0.9312812,0.8471877
"CTRL93",0.971505,0.7612188,0.06153734,0.8774844,0.8963513,0.5984953,0.9653042,0.7805356,0.7834292,0.7736874,0.7497563,0.9431649,0.04598122,0.8120486,0.7811943,0.532651,0.6263071,0.8684327,0.8428027,0.7868953,0.8440854,0.8599893,0.8445779,0.7781331,0.6753155,0.5155842,0.9505871,0.8941586,0.04386618,0.3965703,0.2513793,0.5685657,0.8057883,0.1141807,0.9323168,0.7269003,0.5358571,0.804822,0.9118547,0.5910346,0.7853204,0.8016614,0.9436209,0.9146854,0.8257356,0.7109287,0.8716537,0.4573857,0.9470825,0.8796846,0.815471,0.6777643,0.8120752,0.9035688,0.3381189,0.9544745,0.5809763,0.8705706,0.832994,0.8370335,0.9612757,0.6430156,0.02966164,0.001449356,0.9724603,0.6536737,0.5948016,0.3472155,0.8515447,0.6724628,0.7264955,0.1363744,0.9269017,0.7893031,0.1729944,0.8889823,0.9790202,0.7821625,0.9638361,0.00786557,0.1188254,0.001252296,0.7685975,0.565828,0.9656585,0.8241974,0.5245354,0.6938803,0.7050782,0.466803,0.8997357,0.7303699,0.03006735,0.7302031,0.9390748,0.7653541,0.8355507,0.7184402,0.03518401,0.2914584,0.9848427,0.8388214,0.9416478,0.8055983,0.8436077,0.3157916,0.6539678,0.8889598,0.933429
"PDD35",0.9428827,0.7056873,0.1539779,0.7745745,0.9335394,0.7009585,0.8602939,0.8382281,0.8231443,0.7894635,0.7454917,0.9570467,0.1554046,0.8667847,0.7668542,0.5600718,0.736374,0.7409652,0.8044884,0.8972492,0.8737159,0.932332,0.9148854,0.8543012,0.7738891,0.6285704,0.9143055,0.9329101,0.06277575,0.3767779,0.2265618,0.5115815,0.8578679,0.2411526,0.9251159,0.8119979,0.5910641,0.8354881,0.7197885,0.5439191,0.839398,0.8406765,0.9311107,0.7906108,0.884675,0.7438247,0.8868786,0.5796399,0.9181684,0.8569659,0.8630769,0.8298659,0.6998368,0.9159474,0.2267565,0.9522238,0.6377659,0.927827,0.7810882,0.8639411,0.9052324,0.6597059,0.04033626,0.00278615,0.977989,0.7820505,0.6216048,0.3682895,0.9229241,0.8038733,0.8349714,0.08845303,0.8932128,0.8783758,0.06596889,0.7985787,0.9637291,0.8384594,0.8950281,0.01320685,0.05466296,0.01594605,0.5727594,0.6205932,0.9719151,0.8833021,0.7954186,0.7185113,0.7552845,0.3515036,0.8976766,0.8260324,0.0304358,0.7816752,0.9617025,0.8766025,0.846373,0.6527254,0.1115399,0.4143431,0.9726067,0.8959382,0.8033493,0.7876662,0.9179525,0.2011894,0.69914,0.9036108,0.7868949
"CTRL73",0.9357425,0.6763996,0.05189263,0.8867617,0.897605,0.4826745,0.9467545,0.863465,0.7187665,0.7729548,0.6975037,0.9298633,0.0813913,0.8024906,0.7132704,0.5356626,0.6865534,0.8899505,0.868859,0.816679,0.862353,0.877293,0.9435788,0.8422355,0.7019766,0.5944152,0.9490141,0.9624858,0.07040569,0.3079256,0.3292946,0.4925149,0.7706742,0.07570721,0.9583164,0.7816851,0.4777824,0.7651342,0.9303999,0.4577502,0.704266,0.8861154,0.9316087,0.8705052,0.9130078,0.7557766,0.9113538,0.4059581,0.9463085,0.8043041,0.8026991,0.7357131,0.7950072,0.9183622,0.2886865,0.8958764,0.5938213,0.8982842,0.8053802,0.8609919,0.9175905,0.5436058,0.02379584,0.003471207,0.9803734,0.7571716,0.5304424,0.3157274,0.7978535,0.7779622,0.739547,0.1111111,0.8748121,0.9073312,0.1745693,0.9046035,0.9430979,0.7811699,0.9041043,0.01960118,0.07571941,0.005817288,0.6962607,0.4901347,0.991346,0.8058404,0.6144555,0.6094387,0.6901938,0.4835213,0.892079,0.7022723,0.03175117,0.6870144,0.9551265,0.8328041,0.8305584,0.7571477,0.0651067,0.3178821,0.9699943,0.8484324,0.921192,0.7917532,0.8862347,0.1877135,0.5710267,0.9352262,0.8481233
"PDD6",0.9617319,0.7357606,0.1555226,0.7933996,0.9489827,0.7423248,0.7673116,0.8912335,0.8407726,0.7927985,0.7402772,0.9575013,0.1261891,0.86205,0.8296275,0.6902029,0.7108011,0.8288067,0.7977695,0.8750585,0.8485739,0.916093,0.9384243,0.8031573,0.8252155,0.5999576,0.8487538,0.8158715,0.05659647,0.3639077,0.1598012,0.7355243,0.8933007,0.334737,0.9202929,0.8523872,0.657954,0.8694531,0.7706777,0.6247117,0.8577751,0.8785503,0.9417231,0.7680938,0.9237148,0.8286324,0.8718229,0.6399933,0.8744284,0.9341596,0.8459666,0.8105529,0.6719153,0.9266869,0.3115986,0.9482895,0.6569867,0.946316,0.8437631,0.8949239,0.9332168,0.708523,0.02470729,0.002720615,0.9608365,0.8583697,0.736598,0.5187073,0.8651931,0.8292715,0.8747464,0.1167163,0.9388861,0.8861935,0.1281858,0.8089222,0.9539469,0.8485215,0.8858776,0.01337773,0.1024354,0.008905572,0.6517695,0.6724739,0.9618702,0.8509283,0.7431964,0.7792383,0.7860202,0.3550076,0.9126766,0.7987479,0.02849771,0.8223492,0.9571846,0.8339721,0.8172582,0.8430417,0.2084743,0.4471527,0.9490343,0.9053776,0.7817592,0.7961111,0.9255294,0.305565,0.7510927,0.9097554,0.6796281
"CTRL13",0.9679082,0.6620391,0.02957107,0.7713706,0.8524269,0.5264901,0.9353202,0.7335398,0.5494662,0.6879085,0.6573442,0.8259529,0.0546065,0.7419108,0.7229039,0.4918361,0.5648876,0.8336318,0.8591128,0.7679855,0.8475072,0.802095,0.8220765,0.6663977,0.6933422,0.4864577,0.9574767,0.7379296,0.02047595,0.3683841,0.2305926,0.4634881,0.6957135,0.1064863,0.922879,0.708095,0.3851499,0.6645422,0.890151,0.3898417,0.6794615,0.7985592,0.8979602,0.8780021,0.846779,0.6922884,0.7920994,0.3384789,0.9283996,0.9356384,0.7595332,0.7513646,0.7934907,0.8273965,0.2790752,0.9209465,0.5978003,0.8803055,0.8437167,0.7742129,0.958364,0.4910663,0.02896478,0.003630393,0.9650062,0.563202,0.5477452,0.3975656,0.7910502,0.7879487,0.6993297,0.163585,0.8866717,0.8518745,0.1518975,0.8639143,0.9607157,0.7097667,0.9209019,0.005208333,0.1026802,0.003789629,0.6959696,0.5508514,0.9713251,0.8169334,0.6570052,0.654193,0.6808071,0.4453622,0.8242848,0.6829548,0.03011792,0.643064,0.9360492,0.7300917,0.9106189,0.7813678,0.07530939,0.34298,0.9843865,0.7530092,0.9093383,0.7897476,0.8887051,0.239726,0.5915477,0.9078557,0.8619978
"PDD73",0.9639636,0.7604459,0.04394663,0.8248254,0.97052,0.6925633,0.8611417,0.9417231,0.8628964,0.7941924,0.7645398,0.9507983,0.06357575,0.9205216,0.8385905,0.5559533,0.6678385,0.9011548,0.908185,0.8554739,0.8729797,0.9377177,0.9256659,0.8267229,0.7905719,0.5942502,0.9704652,0.9365368,0.1268638,0.3185009,0.1553393,0.583409,0.8781428,0.08589525,0.9546423,0.7876613,0.4434161,0.8244404,0.900201,0.514174,0.8618374,0.9311978,0.9549239,0.9590501,0.9013906,0.8458404,0.9178252,0.360111,0.9625541,0.7177404,0.8811211,0.7456648,0.8222069,0.9327458,0.2650098,0.9290989,0.6939174,0.953934,0.7942018,0.8628815,0.9424966,0.6628961,0.01478653,0.008083192,0.9770282,0.8175739,0.717557,0.4958231,0.9290771,0.9068788,0.7358834,0.0670178,0.9369723,0.9152016,0.05295283,0.9575934,0.9567663,0.7647655,0.9178961,0.0148831,0.05344053,0.01135422,0.6568499,0.5272136,0.9925736,0.9073762,0.7298937,0.7965573,0.8091814,0.3542851,0.9124404,0.9351426,0.03323216,0.7721129,0.9686759,0.9181493,0.8820774,0.4855226,0.07373024,0.3810072,0.9822675,0.9431135,0.9284459,0.8372546,0.9655593,0.1453146,0.6972002,0.9667369,0.9342914
"CTRL81",0.9782422,0.6572741,0.04913672,0.8751636,0.8761287,0.5421146,0.9609675,0.8137789,0.7434579,0.7777949,0.6511532,0.9343584,0.09896433,0.8229372,0.743195,0.5040747,0.6342728,0.9349054,0.8509542,0.7689581,0.832905,0.8104559,0.7868212,0.7849894,0.7116763,0.595606,0.9368468,0.9300616,0.03071559,0.3500439,0.2229591,0.4889288,0.8150168,0.1209978,0.9407709,0.7353594,0.4927242,0.7490425,0.9093209,0.4670209,0.7044843,0.8643487,0.8744334,0.8726389,0.8624464,0.7332695,0.89691,0.3811453,0.9408256,0.9044197,0.8288582,0.7187154,0.8134869,0.9210698,0.3188785,0.9377442,0.6268393,0.9357627,0.838361,0.8600316,0.9489579,0.6079642,0.02291468,0.01033213,0.9669539,0.7483304,0.5436469,0.3563547,0.7839956,0.7508333,0.6433685,0.1334744,0.9335488,0.8695702,0.1880053,0.8816541,0.9797141,0.7565317,0.9356013,0.01668315,0.1230867,0.004658514,0.7079028,0.4922657,0.9815474,0.8504968,0.6432201,0.6436395,0.6841844,0.4690297,0.9423868,0.840488,0.03691004,0.6807528,0.9328158,0.8439476,0.7333072,0.8149643,0.03889202,0.3398841,0.9828376,0.8647635,0.8641395,0.8173585,0.8738376,0.2886163,0.6194844,0.9054392,0.8911534
"CTRL33",0.939063,0.6614031,0.03677545,0.8766226,0.8876772,0.4931662,0.9083681,0.8516944,0.7030348,0.7490498,0.7136742,0.8891257,0.08549932,0.8142194,0.6903819,0.5409316,0.6578255,0.9361323,0.7776875,0.7908785,0.8244539,0.8220869,0.8018813,0.7159658,0.6714364,0.5860638,0.9543531,0.7811721,0.02034722,0.3681859,0.253298,0.5861,0.7703625,0.1858047,0.9239242,0.7536625,0.3923868,0.7665067,0.9437089,0.474721,0.8064334,0.8655306,0.8917219,0.8497918,0.8275211,0.6959285,0.8840534,0.4128475,0.9473022,0.9133955,0.8386734,0.7212108,0.8656239,0.9018974,0.3333317,0.9292428,0.588378,0.894727,0.8480017,0.8237434,0.9462887,0.5476373,0.03276148,0.00208204,0.9598107,0.6294327,0.5934971,0.429066,0.8563469,0.81383,0.6635685,0.1218366,0.9102918,0.8417497,0.1660613,0.9391321,0.9509205,0.7150613,0.9169949,0.01490202,0.1038825,0.008444962,0.7691792,0.4808917,0.9681354,0.7844652,0.6120651,0.6571475,0.7457094,0.4617676,0.8717626,0.7312416,0.0291621,0.7035796,0.9441526,0.7752477,0.847312,0.7382698,0.05149931,0.3546727,0.9690932,0.8989871,0.9107943,0.8081083,0.8317393,0.2891806,0.6244439,0.8904143,0.843557
"PDD49",0.9783824,0.6615423,0.01668633,0.7925308,0.9251736,0.5617572,0.9093496,0.7789243,0.7060821,0.6780304,0.7001774,0.9380455,0.0649652,0.814355,0.726277,0.5677833,0.6094542,0.8230043,0.8361942,0.8446497,0.7866518,0.8832568,0.9170261,0.7275156,0.7777894,0.5474317,0.8984917,0.664307,0.02191753,0.2733204,0.2400737,0.7045907,0.8687124,0.3058164,0.9088334,0.6858955,0.3577359,0.7181284,0.8533217,0.4868204,0.7922903,0.8398463,0.9135271,0.8683713,0.8649225,0.803994,0.8522702,0.4553128,0.9329395,0.932108,0.7877863,0.7072889,0.7341819,0.8960039,0.2439454,0.9579209,0.662888,0.9528322,0.8326749,0.8497864,0.9594773,0.6279881,0.02467617,0.01024391,0.9425629,0.8185023,0.6448737,0.4863779,0.7601692,0.8169046,0.7731766,0.1740581,0.8977468,0.8763747,0.08903214,0.7839022,0.969147,0.7113502,0.9325976,0.01525034,0.1100962,0.005247243,0.6097037,0.4489103,0.9721209,0.7953724,0.6911358,0.7159162,0.7700994,0.3183649,0.9244156,0.8079782,0.02927219,0.672371,0.9417792,0.8753029,0.8036364,0.3721258,0.1232969,0.4070969,0.9847053,0.8707267,0.8943252,0.7721653,0.9325024,0.1763687,0.701685,0.9428193,0.8418184
"PD27",0.9634723,0.7520254,0.06870416,0.8834607,0.8928182,0.6334384,0.9424291,0.8388099,0.7748018,0.7743812,0.7294767,0.9286202,0.06978904,0.8195645,0.7653712,0.5796374,0.6417427,0.8922661,0.8659018,0.8257635,0.8612403,0.9000973,0.8816726,0.8138095,0.7166549,0.5954303,0.9555879,0.8700116,0.02860476,0.4004929,0.2433819,0.6824854,0.8198292,0.1846618,0.9353496,0.7678987,0.5110412,0.7807447,0.9247262,0.50111,0.8238294,0.8335965,0.9422122,0.8440744,0.8379658,0.7941579,0.8564688,0.4535796,0.9527053,0.8809705,0.8446951,0.810629,0.7524436,0.9044387,0.2952931,0.9433603,0.6006965,0.9338653,0.8695713,0.8803234,0.9655666,0.6236413,0.03158716,0.003953523,0.9460693,0.7167585,0.5181669,0.4080273,0.8650321,0.7529755,0.7653322,0.1122355,0.9238805,0.9118686,0.1986179,0.9304759,0.9537613,0.7903633,0.9125152,0.01588724,0.1236022,0.01136458,0.6417568,0.6262534,0.9816697,0.8726991,0.581042,0.6644515,0.7348074,0.4265416,0.9305046,0.744325,0.05157097,0.7477607,0.9339441,0.8355722,0.879914,0.6442065,0.07550882,0.3740257,0.9774279,0.8666626,0.9088371,0.8313049,0.8678348,0.276001,0.6149479,0.9196714,0.9010766
"PDD4",0.9216212,0.7078142,0.1035946,0.8513229,0.9436845,0.4847699,0.9068395,0.8771016,0.8049588,0.7859998,0.7259908,0.9409924,0.09677981,0.8696311,0.7960472,0.5929928,0.6901065,0.8537569,0.8349353,0.8367575,0.8335453,0.860922,0.8973679,0.8590405,0.7505521,0.5374719,0.8919456,0.8481833,0.1785959,0.3430839,0.1607086,0.6784235,0.8762226,0.1688172,0.9162851,0.8185858,0.5326036,0.7603213,0.8781535,0.5252206,0.8001819,0.9205675,0.9374559,0.8796733,0.9052682,0.7743127,0.8994524,0.518284,0.9728717,0.8044286,0.8051746,0.7278549,0.8007547,0.9116837,0.277522,0.9011333,0.6380396,0.937199,0.8268603,0.867356,0.9238119,0.6092275,0.03857661,0.01111431,0.9700565,0.7957118,0.6964235,0.5065823,0.916483,0.7952287,0.8056185,0.1470588,0.940341,0.9176928,0.1112766,0.8839886,0.9566614,0.7277584,0.9139953,0.01634103,0.1043602,0.01897365,0.7538972,0.56,0.980582,0.8446425,0.7207756,0.8337991,0.8574922,0.4097458,0.8665558,0.8934847,0.05940721,0.7576289,0.969588,0.8889087,0.7934742,0.5201527,0.1379218,0.4128564,0.9630457,0.8990937,0.907921,0.8361076,0.9368236,0.1500369,0.6856352,0.9473706,0.8078527
"PD58",0.9791785,0.7164503,0.04117565,0.7993109,0.898221,0.6111191,0.9547453,0.8328962,0.816358,0.7920401,0.6997766,0.9485151,0.06016625,0.8639078,0.7449872,0.60095,0.6640735,0.9091684,0.8712458,0.8711029,0.8512561,0.8973009,0.8342745,0.7711526,0.7454924,0.5906147,0.9569836,0.7611654,0.1512201,0.3497133,0.1812231,0.7184105,0.8501752,0.2351874,0.9558864,0.7731212,0.4798009,0.8088552,0.8806643,0.5261547,0.7781181,0.8845396,0.9434141,0.8121544,0.9203476,0.7435159,0.8774077,0.4529997,0.9471913,0.9655854,0.8331594,0.7829698,0.7355936,0.9395404,0.2858422,0.9266842,0.6063318,0.9396234,0.8340704,0.9058826,0.9560623,0.6161979,0.01628094,0.003977311,0.9629049,0.7960471,0.6056382,0.4169457,0.8934417,0.8471038,0.7334889,0.1240754,0.888153,0.873127,0.08870563,0.8886231,0.9752731,0.8234376,0.915247,0.01183812,0.1059783,0.007456638,0.6469831,0.6683292,0.9831169,0.8511204,0.6873819,0.7272559,0.7587086,0.3446652,0.886382,0.7740335,0.03119392,0.7235583,0.9691895,0.8961315,0.8564943,0.4372707,0.1017786,0.4486919,0.9815031,0.8607766,0.9057318,0.8272363,0.8999542,0.2177281,0.7139596,0.9519548,0.8700127
"CTRL85",0.9788036,0.644826,0.04954539,0.7612295,0.9196885,0.6237113,0.9251983,0.8794897,0.6821572,0.689064,0.6342436,0.9429933,0.04809071,0.8461288,0.7992033,0.509609,0.629488,0.905622,0.8755901,0.8376161,0.888681,0.8886434,0.9060244,0.7878563,0.7373154,0.539589,0.9465635,0.6663849,0.04536625,0.2413331,0.2085552,0.5692205,0.7778933,0.1307534,0.9377693,0.7411084,0.3478286,0.7706806,0.8560731,0.4703835,0.8853839,0.9143567,0.9100121,0.8558868,0.8773147,0.8085675,0.8963125,0.391251,0.9110573,0.9144499,0.8024506,0.8378026,0.7596226,0.92781,0.2831349,0.9464799,0.6555684,0.9390712,0.8582163,0.8586241,0.9273595,0.5578536,0.02052706,0.006989102,0.9820567,0.7979826,0.6368734,0.4211688,0.85902,0.8362872,0.7171657,0.1408659,0.9103616,0.9049414,0.08272877,0.8766068,0.9552176,0.7110109,0.9003408,0.01374993,0.0809443,0.005128651,0.5826925,0.5618361,0.9802934,0.8569196,0.7101804,0.6621048,0.7551153,0.3723662,0.8674832,0.7789189,0.0330996,0.7062514,0.9630561,0.8479729,0.8792485,0.5011452,0.04566259,0.3940935,0.97283,0.9107603,0.9197642,0.8434865,0.940016,0.09970727,0.6674592,0.9610062,0.8668096
"PD52",0.9674444,0.5961472,0.04704653,0.8543939,0.9476353,0.4338852,0.9375133,0.8115738,0.7879021,0.7395019,0.7469823,0.949611,0.1092564,0.7791999,0.7981886,0.5715834,0.6316396,0.909724,0.8432751,0.8729357,0.7637928,0.9127227,0.9471553,0.741306,0.7612878,0.6109181,0.950611,0.5571435,0.08272933,0.3367151,0.1711629,0.687608,0.8598719,0.2896717,0.9130173,0.7841532,0.4965763,0.7853531,0.8684589,0.4785486,0.826798,0.8558057,0.9155939,0.830564,0.8909955,0.735425,0.8903933,0.4835014,0.9311406,0.8750756,0.8041526,0.7770176,0.7106277,0.8958087,0.2846756,0.9545497,0.654474,0.9606582,0.8217175,0.9097165,0.9159998,0.5949087,0.02273726,0.004350584,0.9459284,0.8538354,0.6345664,0.5060089,0.8083567,0.8193174,0.7407692,0.1564093,0.893263,0.9033047,0.07932859,0.8744224,0.9575599,0.7017501,0.948594,0.004159576,0.1205518,0.001364788,0.6549793,0.6572808,0.9694324,0.8440596,0.7601882,0.7481482,0.760933,0.3324922,0.8857904,0.8633671,0.02479438,0.7204406,0.9382193,0.8993414,0.8013545,0.7364823,0.0932208,0.3838719,0.9728594,0.8800002,0.8848339,0.8011009,0.9224716,0.2548781,0.7202751,0.9448245,0.8619994
"PD60",0.9394278,0.7769313,0.09409345,0.8388379,0.9104845,0.5733327,0.8870864,0.876384,0.7712195,0.8103179,0.7376805,0.9126728,0.104269,0.882126,0.8010427,0.579625,0.6932246,0.7980622,0.8487447,0.8748054,0.9063909,0.8629372,0.9579606,0.7536311,0.7337176,0.6383498,0.9298191,0.8498509,0.02199183,0.3496385,0.2007143,0.5661728,0.8167006,0.2178453,0.9206492,0.7815922,0.5988765,0.8710483,0.905963,0.534857,0.8598551,0.8660181,0.9429618,0.7851327,0.8651506,0.7257687,0.8927224,0.494176,0.9405909,0.9109505,0.8743452,0.825336,0.7474881,0.9227962,0.2203251,0.9296545,0.6485432,0.9317139,0.8784302,0.8642521,0.9392336,0.6615321,0.02474377,0.007032067,0.9778028,0.7885595,0.6739432,0.4131231,0.8641328,0.8639647,0.7504556,0.09346864,0.9159207,0.890691,0.08296897,0.879603,0.9625994,0.8344893,0.9332568,0.01737624,0.1205361,0.01389803,0.6413779,0.46614,0.9858134,0.886799,0.7117887,0.725842,0.7246003,0.394919,0.9538083,0.8256906,0.03415904,0.7822237,0.9502755,0.8728586,0.8455329,0.6214719,0.1046643,0.3866733,0.9643917,0.8436136,0.8074643,0.8312621,0.9040954,0.2071188,0.6616928,0.9293551,0.8141673
"PD61",0.966491,0.6861185,0.04371951,0.7963147,0.8474975,0.6009393,0.943189,0.8095195,0.7470358,0.6888576,0.6949719,0.9035741,0.053354,0.7981011,0.7479045,0.508266,0.6633406,0.8306876,0.8623785,0.8077747,0.8338037,0.9093188,0.8673809,0.687245,0.7083333,0.6009358,0.964315,0.7146064,0.1038733,0.2938685,0.2104887,0.53608,0.8420355,0.1614971,0.9055905,0.7478154,0.3281942,0.8132846,0.9192403,0.5059343,0.730123,0.8649454,0.9515526,0.8367583,0.871157,0.7120862,0.8558331,0.3751725,0.9471004,0.8952925,0.812473,0.7976569,0.8322663,0.9043354,0.2201118,0.9352145,0.6372643,0.9081363,0.8052236,0.8172185,0.9170369,0.6190887,0.01966821,0.003883872,0.9698697,0.7275328,0.6093134,0.4045039,0.8015602,0.7595106,0.7856219,0.1516401,0.9070854,0.8744354,0.09805865,0.8367388,0.9647863,0.7411371,0.9434595,0.0163239,0.1176383,0.008270851,0.630594,0.4412586,0.9645263,0.867224,0.7322422,0.6499919,0.7440442,0.3885502,0.9023034,0.7592424,0.03212169,0.6903941,0.9386609,0.8257834,0.7991365,0.5711207,0.05587862,0.3488162,0.9842744,0.8341221,0.8898426,0.791489,0.916987,0.1808471,0.587512,0.9111954,0.8223185
"CTRL11",0.9674168,0.5923826,0.03430229,0.8771816,0.9457066,0.6521165,0.9342154,0.8343887,0.7637234,0.7491514,0.6747587,0.934216,0.0600666,0.8093247,0.7875444,0.6037121,0.609981,0.8874227,0.8603214,0.8343246,0.914297,0.8651189,0.8503929,0.7669716,0.6992048,0.5421005,0.9473253,0.8124005,0.001861013,0.3584968,0.2480019,0.7273934,0.7894478,0.1550057,0.9340765,0.7259193,0.5219486,0.8611335,0.8985637,0.4723315,0.7652738,0.8572321,0.8991223,0.9138639,0.9233786,0.7571742,0.8975462,0.4121408,0.9620341,0.8143267,0.8288754,0.6701722,0.8711876,0.8841092,0.2737247,0.9504228,0.6241837,0.9475631,0.8306079,0.9229523,0.9542964,0.5942119,0.03136907,0.008473348,0.9792672,0.7690831,0.4802021,0.4443884,0.8557912,0.7267793,0.6077282,0.1873224,0.9242465,0.9018791,0.1460743,0.8991778,0.946079,0.7588567,0.9131276,0.01492225,0.1025195,0.007661531,0.6904223,0.6455806,0.9660676,0.9060625,0.6470412,0.7598501,0.7480729,0.4268298,0.9399527,0.7630495,0.02466191,0.6800133,0.9619233,0.810258,0.8790078,0.796068,0.06081874,0.3472528,0.9841181,0.8957449,0.9300538,0.8332519,0.861185,0.2210877,0.6097726,0.9240205,0.9303146
"CTRL40",0.9693743,0.7539361,0.04488049,0.8905081,0.9200345,0.5937872,0.9232095,0.8320733,0.6670037,0.718872,0.7356099,0.8863694,0.09391445,0.8559821,0.7857883,0.5525862,0.7029866,0.9011784,0.8359799,0.828953,0.8169765,0.8619787,0.8316959,0.7318614,0.7375459,0.5713458,0.9656737,0.9538333,0.03852952,0.3437803,0.2354916,0.5071527,0.8023607,0.2177672,0.9257665,0.8072232,0.4681592,0.812316,0.8851793,0.5319701,0.7355589,0.9154219,0.9313963,0.8710183,0.843991,0.6912935,0.9179837,0.3213753,0.923589,0.9476367,0.8779046,0.7799561,0.8022099,0.92358,0.3083733,0.9525362,0.607307,0.8827577,0.8500345,0.8199377,0.9374086,0.598537,0.02368631,0.005989984,0.965589,0.6539699,0.5941256,0.420137,0.8717057,0.8402685,0.772266,0.1394187,0.9114231,0.8703391,0.1780681,0.917803,0.9754702,0.7058457,0.9566591,0.02207305,0.1416106,0.003134328,0.7242162,0.4313947,0.9590243,0.7747954,0.6283471,0.6964682,0.7067718,0.4208339,0.8973157,0.7612966,0.04447602,0.7061262,0.9379156,0.822117,0.8527045,0.6566693,0.07262673,0.3537747,0.9774045,0.8097721,0.9185489,0.8185326,0.8721508,0.2466476,0.6079581,0.9428706,0.8794079
