"","cg05213073","cg17805199","cg07996485","cg23834525","cg23657782","cg07918736","cg00208274","cg06952719","cg17434329","cg01866897","cg01684784","cg14904079","cg00391977","cg21057613","cg13690038","cg20357416","cg15175129","cg14318068","cg10159529","cg12372924","cg21598294","cg21864071","cg07253510","cg06340519","cg08051076","cg24665412","cg18993457","cg16582273","cg18961944","cg18127922","cg18880384","cg02276614","cg14856606","cg04030905","cg22181664","cg02853470","cg21700774","cg25936334","cg18879998","cg12556775","cg04956254","cg20936920","cg03766823","cg12315735","cg15524170","cg24517989","cg12882476","cg00657759","cg20822380","cg04892765","cg10778636","cg08368441","cg26115216","cg23458989","cg05162137","cg05279387","cg22364932","cg24855045","cg07729842","cg03321592","cg03967521","cg21157115","cg06410591","cg12273368","cg14540792","cg11423096","cg20015921","cg21595526","cg01785566","cg24683035","cg19259574","cg00801765","cg06878361","cg10687936","cg24384430","cg26222689","cg00612672","cg22878489","cg16115647","cg05739014","cg05747963","cg09638266","cg16085649","cg23986918","cg24287218","cg15310800","cg22250642","cg11341440"
"CTRL73",0.9222372,0.6763996,0.9363414,0.08572842,0.9521799,0.7002149,0.352827,0.02425374,0.9715183,0.9494528,0.9324938,0.9298633,0.4132278,0.01350722,0.01369522,0.7713313,0.1906247,0.7117908,0.9350629,0.958757,0.9711422,0.005556138,0.9490141,0.8824077,0.008816327,0.9040122,0.1968101,0.08202037,0.01204065,0.3079256,0.4367892,0.9385836,0.832495,0.01501294,0.7883305,0.9130078,0.9934104,0.0662768,0.9532546,0.9909595,0.8093419,0.9465255,0.01173933,0.8660657,0.8531475,0.6174994,0.009146057,0.01411397,0.7982033,0.7016177,0.6145024,0.02848434,0.8323336,0.8378568,0.01342792,0.5287713,0.9564759,0.6552676,0.530405,0.04231377,0.003471207,0.003662511,0.1111111,0.1680983,0.280083,0.3532888,0.0254882,0.009946602,0.9821714,0.01311327,0.01491144,0.8215262,0.1062044,0.9514659,0.0651067,0.936577,0.8722535,0.5970875,0.1501188,0.9753652,0.9701522,0.9371503,0.4028105,0.8750342,0.644677,0.9352262,0.01508396,0.8481233
"PDD6",0.9830495,0.7357606,0.9313731,0.1187346,0.9762044,0.7096578,0.5677782,0.03036359,0.9494271,0.9610723,0.9248972,0.9575013,0.3990806,0.009712436,0.02753196,0.7771029,0.2522769,0.948846,0.8911661,0.9784783,0.9436743,0.003032838,0.8487538,0.9240289,0.01246426,0.8963976,0.1162775,0.08764003,0.004096543,0.3639077,0.6463772,0.9614966,0.839568,0.009358212,0.9085421,0.9237148,0.9812903,0.03418704,0.9473049,0.9841884,0.8894427,0.9631843,0.002374732,0.9239227,0.8087931,0.773578,0.008841249,0.005938441,0.9004953,0.6896933,0.7484671,0.01495101,0.8598091,0.8900688,0.01505803,0.5430073,0.9768969,0.7481882,0.6157012,0.02723024,0.002720615,0.0006849181,0.1167163,0.4009066,0.1582773,0.3958359,0.02086332,0.006316767,0.9738981,0.005577867,0.02932995,0.8056164,0.1144833,0.9488035,0.2084743,0.8974754,0.8315444,0.5602756,0.1816469,0.9843389,0.9434563,0.9566803,0.4395692,0.9139148,0.759456,0.9097554,0.009430573,0.6796281
"CTRL13",0.95642,0.6620391,0.9057522,0.04373447,0.9679551,0.5976369,0.41714,0.03658697,0.9449162,0.9549181,0.9100613,0.8259529,0.4175717,0.01271728,0.01922129,0.7344076,0.2413608,0.794044,0.9186173,0.9863696,0.9824135,4.298487e-05,0.9574767,0.8303694,0.0130349,0.8490366,0.1233863,0.07732809,0.01521952,0.3683841,0.4514461,0.9565298,0.800348,0.01320699,0.903096,0.846779,0.9943578,0.05801176,0.9657694,0.9752495,0.7897794,0.9194497,0.007067955,0.8909024,0.8030257,0.6443754,0.001255718,0.01436903,0.9145428,0.652564,0.6242792,0.02026509,0.8927391,0.8087931,0.01125587,0.4995479,0.9698164,0.6082684,0.549033,0.03968353,0.003630393,0.0009883736,0.163585,0.2134494,0.1664489,0.3296127,0.02329057,0.01229793,0.9640131,0.00678392,0.02461479,0.8069846,0.1218092,0.9253857,0.07530939,0.9513435,0.8178301,0.5366505,0.1424204,0.9743737,0.9538664,0.9370044,0.3883582,0.8709027,0.6884573,0.9078557,0.004927595,0.8619978
"PDD73",0.9740793,0.7604459,0.9613885,0.1057982,0.9513718,0.7492496,0.4363905,0.01191183,0.9879216,0.9674329,0.9324747,0.9507983,0.4479388,0.01591809,0.01333998,0.8029053,0.1615271,0.846898,0.9464583,0.9688353,0.967768,0.01641685,0.9704652,0.9405662,0.01394389,0.9413278,0.09082599,0.08400289,0.01087079,0.3185009,0.5260952,0.9347066,0.892725,0.009841815,0.9537068,0.9013906,0.9634559,0.04086739,0.9763533,0.9871656,0.8471715,0.9186066,0.01259709,0.9303175,0.8254986,0.680705,0.00504961,0.02148509,0.8866775,0.54466,0.7356455,0.006974717,0.8712547,0.9282606,0.003477109,0.558774,0.9693123,0.8259803,0.6190371,0.02576002,0.008083192,0.003771968,0.0670178,0.2567481,0.08717271,0.3973614,0.03396447,0.007470165,0.9816859,0.0160801,0.02531805,0.9373496,0.05876398,0.9220219,0.07373024,0.9439176,0.9424773,0.5615085,0.1665089,0.9737544,0.9492709,0.9709954,0.4503798,0.9383769,0.8569258,0.9667369,0.009558888,0.9342914
"CTRL81",0.9339611,0.6572741,0.9111866,0.06197421,0.9633715,0.7427047,0.3324501,0.02887589,0.9463902,0.9386017,0.8999379,0.9343584,0.4677913,0.01678583,0.02389041,0.7683587,0.2139814,0.8151002,0.8980235,0.9754316,0.976004,0.0076515,0.9368468,0.8439256,0.01405297,0.9095855,0.1586213,0.08152955,0.003837421,0.3500439,0.4632181,0.938034,0.8549334,0.01038046,0.9307793,0.8624464,0.9867615,0.07793646,0.970591,0.9857769,0.8181228,0.9550854,0.01510902,0.9198351,0.8238712,0.7284902,0.01152208,0.01812575,0.8677742,0.6436879,0.6253307,0.01952214,0.7935527,0.7954181,0.009643052,0.4842248,0.973817,0.6528503,0.5868029,0.04397743,0.01033213,0.001052331,0.1334744,0.3282513,0.2039002,0.2861968,0.02859064,0.007020152,0.9834444,0.01122995,0.03626046,0.7795016,0.0836509,0.9683385,0.03889202,0.959761,0.8260384,0.5363544,0.1628031,0.9666711,0.9372419,0.9417792,0.4331522,0.855197,0.7190222,0.9054392,0.0008184794,0.8911534
"CTRL33",0.9347192,0.6614031,0.9041689,0.1127995,0.9808221,0.7874112,0.4483298,0.01734575,0.9645915,0.9705853,0.908459,0.8891257,0.4685064,0.01023303,0.02461841,0.4208594,0.272822,0.8468059,0.9127317,0.9733856,0.9663844,0.01042945,0.9543531,0.8786186,0.01369987,0.8930087,0.1307968,0.1210828,0.007063636,0.3681859,0.5647897,0.9423143,0.8565311,0.0147507,0.9417819,0.8275211,0.9808646,0.0449908,0.9673464,0.9775358,0.7749296,0.9509031,0.01151047,0.9086778,0.8463175,0.6710311,0.01634565,0.01736393,0.8927751,0.6455566,0.6547158,0.01456249,0.8395792,0.9027759,0.01071891,0.5064854,0.964212,0.6491734,0.656786,0.02668332,0.00208204,0.003668241,0.1218366,0.2725954,0.2566875,0.3594529,0.05938864,0.006169793,0.9554329,0.01037344,0.02943408,0.8137332,0.1209541,0.9185281,0.05149931,0.9419799,0.8853904,0.532698,0.1643842,0.9626466,0.9358386,0.8994367,0.4422103,0.8899729,0.7265292,0.8904143,0.008418254,0.843557
"PDD49",0.9748451,0.6615423,0.9237777,0.1118244,0.9349129,0.6578445,0.3759851,0.03017554,0.9493296,0.9496308,0.8954903,0.9380455,0.4397006,0.01208929,0.01229933,0.6956638,0.1967326,0.9036298,0.8604727,0.9473267,0.9649758,0.004496403,0.8984917,0.8522087,0.009704677,0.9133396,0.1330241,0.136702,0.004509557,0.2733204,0.3795584,0.9417259,0.862458,0.003060199,0.8924151,0.8649225,0.9813397,0.06761178,0.9557483,0.9698865,0.8184988,0.9438289,0.006604551,0.8404838,0.7669742,0.5349142,0.003575685,0.01221779,0.9672153,0.7374818,0.5536609,0.01740683,0.9061732,0.9100311,0.01042522,0.4485192,0.9609582,0.7057333,0.4529204,0.06348621,0.01024391,0.001600488,0.1740581,0.1979716,0.1117049,0.4391142,0.02050237,0.006821282,0.975435,0.007636474,0.0340407,0.824681,0.1282442,0.8881375,0.1232969,0.4819736,0.8374344,0.5469767,0.1607377,0.9631382,0.9420843,0.9083993,0.2360753,0.9213752,0.7383804,0.9428193,0.001135611,0.8418184
"PD27",0.9642831,0.7520254,0.9070984,0.08885675,0.9633558,0.7068032,0.4043946,0.03754234,0.9750971,0.941296,0.9192552,0.9286202,0.4848884,0.02153749,0.01533862,0.7684094,0.2310129,0.9026633,0.8526924,0.9673418,0.9582739,0.0091354,0.9555879,0.9086002,0.01654804,0.8834156,0.1516725,0.06921745,0.006236073,0.4004929,0.4199732,0.9603249,0.9047311,0.01939218,0.9217222,0.8379658,0.9729809,0.06535779,0.9573263,0.9781116,0.812233,0.9520545,0.006497757,0.9060349,0.7616203,0.6613491,0.0123667,0.0065873,0.8439703,0.6632385,0.6965294,0.01056763,0.8791682,0.8416056,0.006757913,0.5351863,0.9800814,0.6892718,0.5824269,0.05462223,0.003953523,0.001542142,0.1122355,0.327953,0.1974377,0.3827977,0.02020504,0.01162547,0.9847902,0.008628634,0.03077507,0.8159095,0.1423466,0.9450929,0.07550882,0.9282036,0.7825498,0.4791557,0.1552324,0.9765832,0.9483705,0.9407107,0.4342792,0.9065161,0.6413862,0.9196714,0.008987148,0.9010766
"PDD4",0.9493901,0.7078142,0.9324419,0.1097584,0.9550974,0.7166333,0.4906444,0.03723436,0.9662988,0.9468701,0.9204318,0.9409924,0.4779333,0.03035258,0.02571516,0.7593854,0.2823522,0.8768187,0.9212654,0.9470724,0.9563493,0.01805894,0.8919456,0.9075761,0.02440731,0.9181673,0.1877628,0.1202668,0.01015537,0.3430839,0.5236028,0.8894523,0.7774794,0.02205151,0.9115227,0.9052682,0.945354,0.07232988,0.9485435,0.9688393,0.8647297,0.9093108,0.03312639,0.9017909,0.8719737,0.7484251,0.01406866,0.02033934,0.8701369,0.6320097,0.6091422,0.02604549,0.8654367,0.9109519,0.01328578,0.5493322,0.9486866,0.7752306,0.6395993,0.05903551,0.01111431,0.004292677,0.1470588,0.3193176,0.1778026,0.3767984,0.0537808,0.02475309,0.9400008,0.01443242,0.05228174,0.8578383,0.109619,0.9066338,0.1379218,0.9423939,0.9110359,0.544341,0.2474444,0.9373783,0.9726652,0.9565079,0.3624808,0.8745845,0.7484427,0.9473706,0.02523843,0.8078527
"PD58",0.9664595,0.7164503,0.9270865,0.1225178,0.9819207,0.7681426,0.4146743,0.01907607,0.9718319,0.9494089,0.8970875,0.9485151,0.4542527,0.008816548,0.02324455,0.7784187,0.1903894,0.865123,0.8813623,0.9727425,0.9813278,4.298487e-05,0.9569836,0.9101803,0.006124105,0.8965684,0.1178503,0.1437602,0.00683447,0.3497133,0.4675049,0.953035,0.8729779,0.0009200491,0.9234773,0.9203476,0.9778247,0.04549104,0.9577613,0.9842076,0.8230642,0.9538311,0.009863086,0.8749174,0.8086352,0.6619919,0.001735968,0.02799104,0.9369227,0.7360584,0.6636519,0.02053562,0.7877065,0.9101033,0.006842469,0.5373671,0.9767669,0.782448,0.603713,0.03823781,0.003977311,0.0001639155,0.1240754,0.314324,0.1573678,0.4331,0.01818753,0.008723088,0.9752826,0.01218128,0.02772053,0.8611736,0.1538507,0.9665556,0.1017786,0.9168665,0.8766087,0.5514844,0.1489952,0.995775,0.9617336,0.9300303,0.3345113,0.8801609,0.7643372,0.9519548,0.003802281,0.8700127
"CTRL85",0.9444244,0.644826,0.9194476,0.06606827,0.9446424,0.6539839,0.4102815,0.01678506,0.9739185,0.9474116,0.9039979,0.9429933,0.4398385,0.01543624,0.01628779,0.763692,0.2877037,0.912698,0.9228574,0.9686541,0.9646452,0.008454106,0.9465635,0.8272763,0.009557764,0.9183115,0.1116622,0.1065752,0.02134424,0.2413331,0.4555666,0.9307652,0.8839811,0.01587174,0.9041866,0.8773147,0.9809953,0.06453439,0.9361576,0.977933,0.8386656,0.9619931,0.003660286,0.8840152,0.8335346,0.7291142,0.009848812,0.01699507,0.8435465,0.6811803,0.6537938,0.02259304,0.8815414,0.9105314,0.009669554,0.5213879,0.976608,0.7076016,0.5268889,0.04030388,0.006989102,0.001380641,0.1408659,0.1924987,0.07341931,0.4243521,0.02436782,0.01392954,0.9765525,0.006164828,0.01871628,0.8760374,0.07498166,0.9357158,0.04566259,0.9578484,0.9093746,0.5309639,0.1433255,0.9819576,0.9356502,0.9087315,0.3105728,0.9351218,0.7500393,0.9610062,0.01123703,0.8668096
"PD52",0.9711324,0.5961472,0.9402919,0.1035268,0.9226341,0.6448519,0.358854,0.01605852,0.9746846,0.9606988,0.9062236,0.949611,0.4909216,0.006660957,0.03258982,0.7667204,0.2506169,0.9352699,0.8855018,0.987365,0.9671678,0.008735804,0.950611,0.9198757,0.01323695,0.8990401,0.09562223,0.1237886,0.004782958,0.3367151,0.4858659,0.9595849,0.819844,0.006219019,0.9182412,0.8909955,0.9886247,0.03740405,0.9653119,0.9787377,0.892229,0.9544771,0.006946424,0.8753857,0.8110216,0.63242,0.008426688,0.004891172,0.9252584,0.6618162,0.6192417,0.01206876,0.8295414,0.8819227,0.002957996,0.5112052,0.968193,0.7591302,0.570784,0.03839702,0.004350584,0.0008632152,0.1564093,0.2503066,0.114903,0.4826608,0.02669039,0.008519318,0.9660432,0.004551489,0.02255519,0.816085,0.1164951,0.9471139,0.0932208,0.9370711,0.7661754,0.5772559,0.1590553,0.9884046,0.9453689,0.9466756,0.3448244,0.9149623,0.7512022,0.9448245,0.008103373,0.8619994
"PD60",0.9648916,0.7769313,0.9717857,0.09290844,0.9501158,0.7090056,0.4339732,0.02407216,0.9608191,0.959038,0.9297397,0.9126728,0.3841917,0.01079722,0.01402239,0.8066635,0.1484036,0.8137548,0.8927448,0.9876923,0.9420468,0.01347229,0.9298191,0.817581,0.01286196,0.9212405,0.1348024,0.04827647,0.008060045,0.3496385,0.5667007,0.932059,0.8237905,0.01281719,0.8613504,0.8651506,0.988855,0.0581869,0.9619015,0.9863104,0.8531635,0.8950237,0.009533356,0.8681084,0.8576553,0.6831944,0.01198817,0.01531673,0.8839984,0.7217272,0.6997768,0.02284872,0.8740032,0.9000654,0.01192043,0.5197083,0.9724575,0.7243294,0.597083,0.05619597,0.007032067,0.002473792,0.09346864,0.2399919,0.17767,0.2829149,0.03799231,0.007532627,0.9859399,0.00974026,0.03667103,0.8912427,0.05477239,0.9514854,0.1046643,0.9201739,0.8592372,0.5276155,0.1582542,0.9806137,0.9643041,0.9459827,0.3643932,0.89398,0.723153,0.9293551,0.008379888,0.8141673
"PD61",0.9710488,0.6861185,0.9236826,0.0469635,0.9782993,0.6278296,0.2743265,0.02429798,0.9709394,0.9464373,0.9058512,0.9035741,0.421734,0.008411645,0.02256827,0.7305399,0.1662259,0.8831147,0.9057124,0.9652827,0.9791123,0.01599927,0.964315,0.85365,0.01218063,0.9332183,0.1620663,0.08320712,0.01396,0.2938685,0.5194194,0.9487372,0.8817412,0.01130038,0.9336736,0.871157,0.9849783,0.05674469,0.9521779,0.9869581,0.8010825,0.9500144,0.01605011,0.9257811,0.7985828,0.6332673,0.008198679,0.01666307,0.8485547,0.626403,0.6389291,0.02459863,0.8149165,0.8157976,0.01246688,0.4925843,0.9790714,0.7043041,0.5633162,0.04306891,0.003883872,0.007735451,0.1516401,0.16975,0.1548882,0.3599781,0.02902235,0.01058247,0.9773622,0.01005545,0.01974963,0.7849177,0.09012204,0.9652716,0.05587862,0.9486542,0.8516137,0.5283945,0.1575329,0.9733496,0.9540164,0.9564589,0.3425571,0.8903312,0.7242665,0.9111954,0.01070285,0.8223185
"CTRL11",0.9723068,0.5923826,0.9451969,0.0749091,0.9598126,0.7570106,0.3256257,0.01703524,0.9631972,0.954301,0.9044249,0.934216,0.5062873,0.01933724,0.009016907,0.7639806,0.2940911,0.8865523,0.9315269,0.989567,0.9802565,0.01295781,0.9473253,0.9062338,0.004386617,0.9145797,0.1280658,0.0908744,0.004960487,0.3584968,0.5321492,0.9388132,0.8146841,0.01119633,0.9628136,0.9233786,0.9871777,0.04414026,0.9503772,0.9865569,0.8420304,0.9534357,0.004095616,0.9052781,0.8373493,0.6449904,0.007644319,0.003415985,0.9125966,0.6520364,0.663103,0.01700138,0.8703249,0.9093595,0.008222698,0.5403518,0.9567557,0.8055513,0.5987315,0.03631518,0.008473348,0.003028128,0.1873224,0.2705116,0.152474,0.4498534,0.01918912,0.005106127,0.9692239,0.01052296,0.03213603,0.7956025,0.1080421,0.8855583,0.06081874,0.9405575,0.8387246,0.5747433,0.1770244,0.987614,0.9656241,0.965624,0.464559,0.877906,0.7231433,0.9240205,0.005369128,0.9303146
"CTRL40",0.9429273,0.7539361,0.924339,0.1142606,0.959878,0.7008397,0.4679849,0.02016924,0.9115125,0.9622067,0.9193312,0.8863694,0.4844127,0.01167286,0.01152101,0.7551746,0.2604377,0.8350273,0.9115334,0.9803891,0.9657931,0.007399186,0.9656737,0.8654849,0.008167091,0.9093264,0.1605861,0.07753379,0.008588259,0.3437803,0.5439645,0.9479155,0.8502912,0.01878637,0.912833,0.843991,0.9833079,0.06291718,0.9629362,0.9873323,0.8225133,0.9845137,0.011275,0.8991961,0.8599069,0.7105477,0.01260193,0.02161837,0.9301697,0.7052626,0.6937611,0.01614136,0.8689146,0.8777421,0.002319849,0.5623932,0.955324,0.6900114,0.577177,0.04805547,0.005989984,0.002289395,0.1394187,0.3226685,0.2787274,0.4433415,0.03744562,0.007015246,0.9682454,0.01147656,0.03027123,0.8121757,0.1072347,0.9389261,0.07262673,0.9184499,0.8561977,0.5451211,0.1663429,0.9777767,0.9592262,0.9120374,0.5206534,0.9146207,0.7255723,0.9428706,0.002616475,0.8794079
"DLB35",0.9466868,0.7481375,0.952391,0.1302103,0.9772198,0.746782,0.448603,0.01813349,0.9499043,0.969513,0.9251053,0.9146961,0.4714176,0.007325282,0.0252549,0.7118683,0.2563516,0.7944983,0.5013403,0.9486878,0.9567128,0.01551446,0.9472404,0.8498133,0.01590237,0.9236438,0.185737,0.03828844,0.009932848,0.3543754,0.537868,0.943331,0.8833104,0.02036488,0.926509,0.877647,0.9863672,0.06319862,0.9461825,0.9805056,0.8343487,0.9327843,0.01295836,0.8781516,0.8316623,0.6716302,0.01505634,0.01205547,0.8859904,0.687189,0.6663208,0.01788539,0.7133456,0.8884669,0.00885126,0.5342396,0.9802768,0.724496,0.611188,0.04933025,0.004011901,0.008187278,0.1543476,0.2255613,0.1371353,0.4296402,0.03516248,0.01392758,0.9610313,0.009869612,0.02641755,0.8514217,0.09865334,0.9671436,0.07264111,0.9508007,0.8677407,0.548908,0.1854555,0.9653195,0.9511959,0.9166862,0.3483224,0.874716,0.737193,0.9489147,0.01003952,0.8699917
"PD9",0.9574681,0.7329142,0.9306561,0.09221457,0.9192146,0.6925298,0.5015771,0.03848576,0.9505941,0.9278881,0.8988741,0.9407446,0.4543751,0.02494001,0.03311746,0.7224409,0.1738017,0.8443583,0.906562,0.9282316,0.9468591,0.0139678,0.9285336,0.9202581,0.02157719,0.9283734,0.09295378,0.1159895,0.01533957,0.3598426,0.5058682,0.9054028,0.8651314,0.01825157,0.8941518,0.8794865,0.9637431,0.07795777,0.9265848,0.9822281,0.8762175,0.9340738,0.02340295,0.8777197,0.8432746,0.7304377,0.01505562,0.03737279,0.7394701,0.6052206,0.6708929,0.02000256,0.8908006,0.88225,0.01270865,0.5165831,0.9318517,0.7625338,0.5644322,0.04630176,0.01386296,0.006378677,0.1651835,0.2867272,0.2077298,0.3356464,0.03825147,0.01884058,0.9579931,0.01399515,0.02273998,0.8961352,0.09895427,0.9280008,0.1269793,0.9344034,0.9015395,0.5844914,0.1813187,0.9666776,0.9646589,0.9509422,0.4221697,0.9031185,0.7289778,0.9046211,0.02308111,0.8782
"CTRL79",0.9474508,0.6494602,0.9397866,0.06675462,0.9409873,0.7697729,0.443504,0.02015083,0.9812064,0.9739592,0.9078772,0.9502789,0.3930392,0.01312336,0.01114912,0.8226161,0.1899326,0.8649134,0.9264676,0.9876166,0.9687982,0.008921601,0.9302654,0.8947017,0.01115209,0.8750767,0.1071655,0.06962776,0.002157722,0.3612014,0.4835114,0.9376658,0.8382616,0.01639318,0.9304785,0.8680213,0.9869593,0.04001459,0.9752241,0.9833771,0.8982757,0.9238274,0.01445233,0.914927,0.8484711,0.7609722,0.01130799,0.01476026,0.9200717,0.5718176,0.6566079,0.02150769,0.914494,0.8951505,0.009470477,0.4906528,0.9852812,0.6628295,0.6481558,0.02568834,0.003315874,0.0003359277,0.05083902,0.2142776,0.1348691,0.2797715,0.009301906,0.005547379,0.9787665,0.01023947,0.02200106,0.8273189,0.07882547,0.9452034,0.05708862,0.9483342,0.9128674,0.5965247,0.1457891,0.9759048,0.9625985,0.9484969,0.3263951,0.8596143,0.7141844,0.9320891,0.009956888,0.9142346
"PDD61",0.9564238,0.7471504,0.954291,0.09883751,0.9810535,0.6728101,0.4153401,0.04487856,0.9570115,0.9595458,0.919198,0.8871357,0.422569,0.01411387,0.02235355,0.7194038,0.2065747,0.8170923,0.8432438,0.9651435,0.9689054,0.00685445,0.9506598,0.8903947,0.007621592,0.9225891,0.1574873,0.09456883,0.01661663,0.3302314,0.5049925,0.9200412,0.8523647,0.01479632,0.9058288,0.8509931,0.9969638,0.06398206,0.9388328,0.9760207,0.7546491,0.9578636,0.0134654,0.8862026,0.8918487,0.6799915,0.01099006,0.01564503,0.8698886,0.7210847,0.6842648,0.01534155,0.8618774,0.9292521,0.01739754,0.5679175,0.9867629,0.6613676,0.5426538,0.03456747,0.005520044,0.002027393,0.1635691,0.2651067,0.2486924,0.3292417,0.02810349,0.01291838,0.9663609,0.007899777,0.02956105,0.8404888,0.08194707,0.9375688,0.0463504,0.9586552,0.9149346,0.5371247,0.1581149,0.9624961,0.9371235,0.8832034,0.4189507,0.8716581,0.7958635,0.9159185,0.01378175,0.8694523
"PD56",0.9720539,0.7375038,0.9627046,0.05722992,0.9638962,0.7253804,0.4130503,0.03205981,0.9803502,0.9756909,0.9300543,0.9208049,0.4480966,0.0164046,0.01572158,0.768111,0.1614858,0.852132,0.8607096,0.974833,0.9753,0.007715736,0.9636514,0.8529101,0.009597081,0.9103279,0.1385195,0.1099777,0.007732973,0.3318562,0.5784626,0.9624728,0.8685698,0.02007764,0.905761,0.8878994,0.9937909,0.0497676,0.9666096,0.986183,0.8586817,0.9664009,0.001620954,0.9318378,0.8098742,0.749248,0.005678885,0.01397,0.8785735,0.7113707,0.6629018,0.01791751,0.7683524,0.9119034,0.003728319,0.5958972,0.9809001,0.6911213,0.5360848,0.03934454,0.003397604,0.0009422298,0.08017141,0.2622165,0.1542701,0.4496671,0.01183364,0.003157375,0.9697796,0.003776202,0.02782848,0.8469673,0.09239633,0.9409033,0.09275614,0.9503613,0.8986966,0.5043554,0.1635895,0.9691453,0.955457,0.9416036,0.3491242,0.9060224,0.7394441,0.9605125,0.01350986,0.8953304
"CTRL55",0.928362,0.7523977,0.9230546,0.06820899,0.9533286,0.7658435,0.3899242,0.0567861,0.9637046,0.9554773,0.9182217,0.9050749,0.496022,0.01335572,0.01052285,0.7810066,0.2075276,0.7967012,0.9192298,0.9761514,0.9740713,0.008342133,0.9409233,0.9391182,0.005632255,0.9049916,0.1719417,0.05960645,0.005908621,0.3664702,0.5017793,0.9257764,0.8152139,0.01744676,0.9206513,0.831383,0.9855949,0.05720123,0.9666462,0.9766509,0.8460977,0.9449476,0.004803558,0.9342418,0.7961917,0.7144952,0.01796559,0.01278047,0.9207215,0.6504352,0.66529,0.01453165,0.9101933,0.8229512,0.01327732,0.500002,0.9744286,0.6739354,0.5715648,0.04251311,0.001347978,0.0002186684,0.1155182,0.3290614,0.2642404,0.3822027,0.04421975,0.004177546,0.9758653,0.01219326,0.02856252,0.8419501,0.1439514,0.9336181,0.0738566,0.9484413,0.8412489,0.5707961,0.2010069,0.9772879,0.9381922,0.9312046,0.5169692,0.8982056,0.6403746,0.9216823,0.005488669,0.8582173
"CTRL37",0.9797035,0.5609958,0.9546623,0.08379378,0.931138,0.6764909,0.312888,0.04176161,0.9658165,0.9385811,0.8685565,0.9544222,0.5225489,0.007281748,0.01585289,0.4473928,0.2582558,0.9286922,0.8680168,0.9812634,0.9617413,0.01590457,0.9569997,0.8882024,0.007845725,0.8882451,0.1529782,0.2751724,0.004445848,0.321061,0.3888124,0.9711934,0.8134014,0.01076051,0.9303946,0.9054279,0.9855586,0.06171694,0.9551548,0.9778828,0.8996669,0.9666054,0.009489314,0.8397674,0.755038,0.6743356,0.006088407,0.008164466,0.9257533,0.7216258,0.6568982,0.01067056,0.9107593,0.8937447,0.003405125,0.5194692,0.9433742,0.7731644,0.5657732,0.02495871,0.0001149295,0.002152047,0.161526,0.3650551,0.1496898,0.4888647,0.03474124,0.01111537,0.9723486,0.001321768,0.01992914,0.806804,0.1435494,0.964167,0.1211617,0.9116741,0.7806977,0.5770086,0.1861291,0.9683986,0.9356748,0.936115,0.3171202,0.9409255,0.7889904,0.9504336,0.004289268,0.87906
"CTRL82",0.9502146,0.708973,0.9268013,0.07858908,0.9677364,0.8161743,0.3468687,0.01595641,0.9692304,0.9481014,0.9431371,0.947551,0.411063,0.01013514,0.02453724,0.7845651,0.2121644,0.8164284,0.9414822,0.9598676,0.9766436,0.00699456,0.952455,0.8801277,0.01676537,0.9321434,0.1298242,0.07131364,0.008822697,0.2687043,0.5019364,0.9581874,0.8297499,0.009700635,0.9448791,0.9047882,0.9876676,0.06017942,0.9385328,0.9867475,0.7455639,0.9624834,0.008794686,0.9200632,0.8355943,0.750809,0.005631462,0.01457244,0.9014299,0.6162851,0.6524733,0.01619015,0.9011968,0.8721176,0.01306551,0.5166731,0.9628755,0.7116319,0.5026611,0.04168505,0.00583843,0.0006339368,0.1484077,0.2128766,0.191231,0.3425466,0.02295719,0.0005302789,0.9633957,0.008972597,0.03093658,0.8480769,0.09919984,0.9584707,0.03650616,0.9169419,0.8737703,0.5784563,0.1646251,0.9754452,0.9705332,0.9378339,0.3883873,0.9051705,0.762528,0.9249469,0.004609199,0.8907841
"CTRL32",0.9692584,0.7159735,0.9556582,0.1204823,0.9259849,0.6846009,0.4106409,0.02335485,0.9870513,0.9433184,0.9053369,0.9571681,0.551991,0.01601134,0.02216749,0.7166692,0.3423709,0.9264698,0.8735946,0.9716229,0.9655767,0.02729824,0.9558356,0.8903021,0.008930305,0.9109322,0.1352592,0.153297,0.003017193,0.3671887,0.4256914,0.9423568,0.8658962,0.01956417,0.9130168,0.9252016,0.9890701,0.06111929,0.9565933,0.9815094,0.9137728,0.958505,0.006688088,0.8896612,0.8166985,0.7701126,0.01054046,0.01506602,0.8925171,0.6722346,0.6913693,0.01618962,0.9241257,0.9095316,0.008891213,0.4665557,0.9710865,0.7754235,0.5462209,0.06328549,0.004106886,0.002807618,0.1759178,0.3242622,0.1425215,0.4909381,0.04039142,0.0111968,0.9769438,0.006459705,0.02512918,0.8381574,0.181841,0.9586043,0.1918572,0.917128,0.8124534,0.6308659,0.188226,0.9807853,0.9470173,0.9277199,0.3565717,0.9073207,0.8080814,0.9138216,0.01411913,0.9081301
