"","cg05533922","cg05238843","cg10401223","cg09447640","cg17414971","cg10351360","cg13841043","cg12961175","cg26532087","cg23261533","cg10655125","cg21808985","cg08717168","cg21699868","cg22629941","cg12997640","cg11927004","cg12777530","cg07711600","cg18374944","cg08492515","cg17502102","cg03260858","cg08219548","cg07750690","cg26382680","cg24224180","cg02673680","cg08709087","cg08909934","cg01755841","cg06001803","cg27153146","cg05017379","cg25784611","cg09024948","cg11420269","cg01727409","cg08406749","cg15524170","cg17810601","cg24911714","cg26029058","cg10637657","cg21195480","cg22524462","cg22199238","cg13538749","cg07345911","cg00775816","cg13102418","cg22510961","cg03040092","cg14841103","cg15765046","cg17346974","cg16488105","cg17292712","cg03234023","cg17741937","cg20075042","cg10223464","cg17139988","cg14736971","cg04549489","cg19888581","cg05217838","cg10894567","cg09296845","cg03741773","cg19903593"
"CTRL79",0.2693941,0.8693922,0.9437035,0.8742778,0.954858,0.8678357,0.9214424,0.9422062,0.9657519,0.9792913,0.9839407,0.9363717,0.9164479,0.9009143,0.7432728,0.9520209,0.9828004,0.9386064,0.9184502,0.9632501,0.00839163,0.9659293,0.8615454,0.9662791,0.8444781,0.9407337,0.974033,0.9608737,0.9868563,0.9299242,0.3512072,0.989728,0.9877416,0.01266277,0.9255521,0.9187994,0.900135,0.8626928,0.9848128,0.8484711,0.9666002,0.9099991,0.8669069,0.9594079,0.9396068,0.9247293,0.6347014,0.9741103,0.8989966,0.8802519,0.9471113,0.4843601,0.7082206,0.6566753,0.8479297,0.430367,0.8243984,0.9748395,0.9878187,0.8532757,0.9551726,0.9448009,0.8641876,0.9849943,0.9742322,0.9378483,0.9738432,0.9458977,0.9475942,0.9834241,0.9250727
"PDD61",0.2873391,0.8922937,0.9482807,0.8652176,0.9697497,0.927683,0.9290386,0.9537279,0.9672138,0.9671699,0.9790232,0.9355669,0.9021526,0.8492863,0.9022868,0.9373083,0.9714991,0.9619194,0.9340194,0.9368974,0.007023064,0.9231044,0.8882896,0.9822909,0.8436378,0.9013899,0.9506776,0.9557979,0.9723194,0.9357491,0.4114994,0.9662112,0.9659295,0.01920041,0.8775838,0.9319692,0.8223699,0.9207918,0.9142835,0.8918487,0.9416027,0.9071076,0.8458924,0.9486372,0.9449469,0.9408365,0.6665709,0.9732833,0.9350179,0.7839321,0.9659067,0.5432421,0.844532,0.6954823,0.962592,0.3771683,0.8188495,0.9578473,0.9933073,0.8215282,0.891926,0.9187216,0.8350246,0.9725479,0.9433506,0.9497361,0.9734189,0.9710573,0.9438,0.9751886,0.9271767
"PD56",0.3208906,0.9139697,0.9328763,0.9119454,0.9831334,0.9385291,0.9489318,0.9719355,0.9740009,0.9803362,0.9889361,0.9554851,0.9154747,0.8480881,0.9218724,0.9566296,0.9652047,0.9716415,0.9084073,0.9280042,0.004082226,0.9461941,0.9094515,0.9682858,0.8921927,0.9360236,0.9678836,0.9602496,0.9720354,0.9403582,0.4276214,0.9631569,0.9664491,0.01332008,0.9087804,0.8843132,0.8524814,0.8770543,0.976005,0.8098742,0.9685525,0.9045226,0.8859046,0.969525,0.9590689,0.9592836,0.6904419,0.976738,0.9519908,0.8458779,0.964217,0.6219806,0.7695688,0.7212941,0.9795631,0.3581952,0.8076198,0.9596763,0.9873239,0.8269268,0.9582565,0.9333887,0.837331,0.98023,0.955435,0.9714943,0.9764456,0.948502,0.958097,0.9833852,0.9526149
"CTRL55",0.3651418,0.9187351,0.9232984,0.9095458,0.9671336,0.9633584,0.9173322,0.9367153,0.9717977,0.9557592,0.98361,0.9382001,0.8724551,0.902367,0.8673397,0.9093736,0.9776808,0.9135382,0.8864556,0.94363,0.003269693,0.9312579,0.8906115,0.9784314,0.8834226,0.931569,0.9531609,0.938799,0.9589337,0.9341957,0.4540556,0.9684791,0.962004,0.01971459,0.8818835,0.9011657,0.8836337,0.8910477,0.9629548,0.7961917,0.9620072,0.8892908,0.8908717,0.9356605,0.9483507,0.9349365,0.8253088,0.9493036,0.9273999,0.8605818,0.960448,0.5451123,0.6853541,0.7359711,0.9079827,0.4151769,0.8372781,0.9736928,0.9901356,0.851002,0.8916274,0.9201892,0.836492,0.990787,0.9511403,0.9391617,0.9661314,0.9650429,0.9723313,0.9862381,0.9354253
"CTRL37",0.2957666,0.9301986,0.9470155,0.9515684,0.945234,0.960181,0.9251907,0.9626236,0.9441896,0.9422163,0.9702658,0.9475484,0.8722977,0.8640264,0.9344192,0.9660811,0.970801,0.9253187,0.8853564,0.9312458,0.01919228,0.9455704,0.8563629,0.9844071,0.8653776,0.9140514,0.9297096,0.9134248,0.9689473,0.9259157,0.386972,0.9673792,0.927142,0.01818585,0.8502041,0.8965714,0.9152737,0.8827022,0.9615856,0.755038,0.9518889,0.878098,0.8761724,0.9424291,0.9727811,0.9623471,0.663373,0.9527318,0.8745622,0.8802351,0.9692778,0.7879618,0.8054622,0.7113549,0.9462967,0.4143542,0.9098241,0.946666,0.9866838,0.7563077,0.9013993,0.9007669,0.9522705,0.9824835,0.9071093,0.9667788,0.9621612,0.9487878,0.9734116,0.9777185,0.9192571
"CTRL82",0.2791448,0.9477444,0.9417075,0.8629656,0.9470767,0.9617223,0.9029564,0.9657359,0.9684042,0.9768238,0.9742141,0.9162103,0.89323,0.9136666,0.8784489,0.9525863,0.9769405,0.9699516,0.9146452,0.9455171,0.00582579,0.9635431,0.8883401,0.9706822,0.8663179,0.8667193,0.9420833,0.9462266,0.9822655,0.9433653,0.4121133,0.9732223,0.9621956,0.01665098,0.9008442,0.8550625,0.9205972,0.8765556,0.9518992,0.8355943,0.9628319,0.8669494,0.8970571,0.9496952,0.9432127,0.9507683,0.6538105,0.9724387,0.9551319,0.8536433,0.9643441,0.542428,0.7901377,0.7230942,0.8857554,0.408011,0.8577903,0.9664727,0.9901093,0.8630661,0.9165051,0.9177299,0.8400159,0.980868,0.9660786,0.9693314,0.9708237,0.9530895,0.9341074,0.9732287,0.9561058
"CTRL32",0.3323009,0.8976252,0.9620326,0.91155,0.9587035,0.9720911,0.8667915,0.9634696,0.9493179,0.975001,0.980528,0.9646554,0.916591,0.897515,0.8927568,0.9634329,0.9746872,0.9218795,0.8758932,0.9410915,0.01174006,0.9453755,0.8719436,0.9833136,0.9255571,0.8859067,0.9479767,0.9449287,0.9811747,0.9361047,0.3507658,0.9480054,0.9743114,0.01931637,0.8455525,0.9281068,0.8960959,0.8767082,0.9712186,0.8166985,0.9621263,0.9059163,0.8476905,0.9615553,0.9460225,0.9617756,0.6674373,0.968233,0.9453105,0.8902401,0.977565,0.7190545,0.8240565,0.7622834,0.9253769,0.3824226,0.8519018,0.9463962,0.9843728,0.859991,0.8803814,0.9137662,0.9326502,0.9735326,0.9468189,0.9548799,0.9648722,0.9541935,0.9803211,0.9743906,0.9588651
"PD2",0.3173389,0.8550479,0.9326835,0.9032808,0.9399018,0.9182175,0.8855855,0.9454548,0.9741796,0.981054,0.9701533,0.9209003,0.9056065,0.905318,0.8760796,0.9500187,0.9695552,0.8842595,0.882078,0.9260245,0.003992835,0.9617488,0.8993583,0.9739596,0.8596753,0.9042864,0.9656031,0.9585909,0.9617891,0.94774,0.3307519,0.9667819,0.9593168,0.008864691,0.8931274,0.8831731,0.9331118,0.9049981,0.965786,0.8480564,0.9583878,0.9029248,0.8549447,0.9547242,0.9505616,0.8851533,0.588047,0.9687447,0.8824166,0.8908681,0.9646372,0.7722656,0.8249109,0.7019011,0.9340002,0.3071986,0.8641186,0.9621631,0.986223,0.8333537,0.9352999,0.9528012,0.9646983,0.9782402,0.9582478,0.945977,0.9709239,0.9625104,0.9647032,0.9730149,0.9533849
"PD54",0.2810193,0.8820459,0.9727852,0.9030316,0.9595868,0.962006,0.9198233,0.954819,0.9667903,0.9853445,0.9762784,0.9356313,0.923296,0.868162,0.9486478,0.9507176,0.9802747,0.9727207,0.8873911,0.9533623,0.006606774,0.9354456,0.8528994,0.9906026,0.9005644,0.9125706,0.9697423,0.9444196,0.9711461,0.9133391,0.4099077,0.9566883,0.9842142,0.01103815,0.865617,0.9417437,0.9137811,0.9171939,0.9798784,0.804943,0.964985,0.8968632,0.8458294,0.9530907,0.9737664,0.9843225,0.6748998,0.9649531,0.946294,0.8687014,0.9677366,0.5956188,0.8154545,0.6852546,0.9695021,0.4034981,0.8715144,0.9807801,0.9897605,0.8450892,0.9111634,0.9178486,0.8548167,0.991083,0.9503085,0.9763718,0.9676644,0.9646224,0.930478,0.9827669,0.9079705
"CTRL48",0.3647739,0.8660194,0.9377465,0.8948958,0.9464449,0.9723006,0.8757152,0.9144956,0.9499497,0.9585519,0.9893371,0.9442574,0.8746226,0.8645118,0.9255445,0.9344672,0.9588398,0.9313089,0.927903,0.8721918,0.008772793,0.9285402,0.8760816,0.9834871,0.8326814,0.9124614,0.9438595,0.8943252,0.9742671,0.9423955,0.3946191,0.9523658,0.9415882,0.01586449,0.8438254,0.9068392,0.8763347,0.8894229,0.9593846,0.8019314,0.9494997,0.8890222,0.8534293,0.9579882,0.9425607,0.9386014,0.6905121,0.9682286,0.9025217,0.8407035,0.9624958,0.6163919,0.7410575,0.6845277,0.90587,0.2862729,0.7773019,0.9457306,0.977648,0.8481126,0.9201728,0.9331692,0.8295336,0.9610498,0.9350586,0.9636589,0.9579834,0.9627205,0.9039095,0.980143,0.9387351
"PD49",0.2504703,0.8224035,0.9468068,0.8695378,0.9631799,0.9237053,0.9239648,0.9520006,0.9597355,0.9649056,0.9756848,0.9300259,0.8951949,0.8983269,0.7859629,0.8853764,0.9729525,0.9594633,0.866123,0.9306047,0.004260517,0.9394067,0.8683095,0.970446,0.8244068,0.8990802,0.9537324,0.9421526,0.9360191,0.9334404,0.3934908,0.9499073,0.9611051,0.01624172,0.8297782,0.9216501,0.8294495,0.8465439,0.9609427,0.8462969,0.959778,0.84969,0.8648008,0.9603086,0.9322441,0.9104034,0.6156408,0.9399237,0.89581,0.7872093,0.9565756,0.7241059,0.678032,0.7079508,0.8928487,0.3367356,0.8888624,0.9658249,0.9855074,0.8036238,0.9263608,0.9255943,0.750409,0.980166,0.9539407,0.9728767,0.9492782,0.9646196,0.9573515,0.972152,0.9285923
"PDD69",0.3232842,0.8815541,0.9555991,0.9045852,0.955604,0.9624466,0.8407551,0.9407172,0.9513283,0.9832047,0.9768159,0.9169569,0.9013592,0.8714766,0.8734909,0.9354914,0.9703446,0.9510191,0.8854075,0.9092618,0.005822529,0.9441018,0.8870683,0.9740804,0.8017171,0.913456,0.9599343,0.947352,0.9824169,0.9175265,0.3884966,0.9625737,0.9732378,0.01862311,0.8980444,0.9381002,0.8959404,0.9280637,0.9639415,0.8202335,0.9595246,0.896193,0.8488294,0.9704373,0.9574062,0.9259497,0.690489,0.9725831,0.9143688,0.8581865,0.96801,0.5927633,0.6452147,0.7662079,0.9474038,0.4849843,0.8600088,0.961311,0.9900722,0.8043399,0.9342877,0.8966157,0.8506551,0.992179,0.9489442,0.959706,0.9651664,0.9568549,0.9594372,0.9902413,0.9176947
"PD45",0.3344638,0.8704206,0.9385123,0.8482293,0.9427554,0.928598,0.8802165,0.932112,0.952005,0.9624324,0.9629387,0.9295659,0.8774207,0.825541,0.8745107,0.945077,0.9661871,0.9322256,0.8980026,0.911821,0.01207541,0.930939,0.8724551,0.9704957,0.8424199,0.9151611,0.9474067,0.9145767,0.97466,0.9293613,0.4282707,0.9555625,0.9645609,0.01221276,0.8798531,0.8890853,0.8165785,0.8871478,0.9589388,0.8149648,0.9527346,0.8967274,0.8483123,0.9338511,0.94241,0.9328547,0.6194247,0.9678093,0.9311594,0.7856587,0.9863532,0.5058952,0.7515336,0.7159509,0.9072338,0.5395446,0.8769802,0.9437417,0.9717997,0.8400685,0.906502,0.9160265,0.8184625,0.9856218,0.9401694,0.9680116,0.963913,0.9476451,0.9011243,0.9632967,0.8765364
"CTRL12",0.2881429,0.8669699,0.9474723,0.9042604,0.9416626,0.9002126,0.9403281,0.9399703,0.9699766,0.9817366,0.976232,0.9343707,0.8768315,0.8732598,0.8676126,0.9611821,0.9567129,0.9217933,0.9009344,0.9283854,0.01127006,0.9387322,0.8821847,0.9871357,0.8997562,0.8682052,0.9473967,0.9380875,0.9866968,0.9378031,0.3761692,0.9674904,0.9713052,0.01506161,0.8815894,0.864804,0.8986931,0.8319048,0.9567689,0.7830613,0.947058,0.9026063,0.8478765,0.9766428,0.9319713,0.9134885,0.5846342,0.9502609,0.8880751,0.9089426,0.959445,0.5732987,0.7838915,0.6981152,0.8752926,0.3498778,0.8238751,0.9644316,0.9853773,0.8030346,0.9351882,0.9147564,0.898482,0.9857215,0.9376035,0.9149919,0.9658458,0.9645772,0.9621052,0.9655349,0.9312952
"PD33",0.2691637,0.9085744,0.9348385,0.8553413,0.9209164,0.9783416,0.8959541,0.9468194,0.9448237,0.9681792,0.9713009,0.9053644,0.8920365,0.7794576,0.8529879,0.9241601,0.9426556,0.9290799,0.8633357,0.9192786,0.009696145,0.9352248,0.8336795,0.9844663,0.8983341,0.9047899,0.9314052,0.8997257,0.9814156,0.9040524,0.3908413,0.9516778,0.9588336,0.01829902,0.7741607,0.8336529,0.8168342,0.8831127,0.9447451,0.7664522,0.9444542,0.8129821,0.8445208,0.9385411,0.9352925,0.9049985,0.5985157,0.9473402,0.8892793,0.8361074,0.9642442,0.5691974,0.7890889,0.6450784,0.9055723,0.3260205,0.8354901,0.9262515,0.978599,0.7818339,0.9064203,0.8926859,0.9018547,0.9898549,0.928618,0.9845355,0.9476127,0.9484521,0.9638546,0.9816185,0.8828662
"PD51",0.2595606,0.9046166,0.9536067,0.8604341,0.9690086,0.9466879,0.9150252,0.9267632,0.9674748,0.9723018,0.9948143,0.9492099,0.9225052,0.8897024,0.9529256,0.9392133,0.9730931,0.9658753,0.9170657,0.9287666,0.002531601,0.9381019,0.8747146,0.9806977,0.8766151,0.9051932,0.977586,0.9482853,0.9887611,0.9386663,0.4116947,0.9554703,0.9784589,0.01215096,0.8394709,0.912764,0.8345559,0.8995434,0.9515742,0.8630468,0.9749009,0.89242,0.8423366,0.957357,0.9490546,0.9540496,0.7536993,0.9764808,0.9508311,0.8342559,0.9765678,0.5107863,0.7243359,0.7299648,0.897898,0.2964836,0.8584373,0.9683828,0.9799776,0.8648895,0.9090509,0.920328,0.7826919,0.98769,0.9590361,0.9658896,0.9605769,0.9560588,0.933393,0.9899952,0.9528858
"PD13",0.3772514,0.8862144,0.9592066,0.8766397,0.9663113,0.9480219,0.9400293,0.94837,0.9509597,0.9705322,0.9807023,0.8986468,0.8479515,0.857499,0.8805195,0.9617558,0.9681724,0.955149,0.9104375,0.9420808,0.00147923,0.9653494,0.8395459,0.9822522,0.9163577,0.8929145,0.9753017,0.9536518,0.9575189,0.9317,0.3543909,0.9552958,0.9651583,0.02881838,0.901163,0.9090741,0.9349717,0.8487345,0.98115,0.7529815,0.9591909,0.888177,0.8917654,0.9519361,0.9490606,0.9636118,0.6285005,0.9702965,0.8979053,0.8928094,0.9689485,0.5011031,0.726295,0.7000369,0.8380642,0.3631237,0.9111875,0.9451719,0.9825704,0.8587982,0.8947893,0.9394372,0.9333245,0.9786941,0.9583729,0.9630192,0.9457295,0.9693155,0.9841466,0.982107,0.9439498
"PDD45",0.3424822,0.8618824,0.9645996,0.8927562,0.9594838,0.943897,0.9447436,0.9542748,0.958667,0.9525073,0.9682478,0.9265693,0.8918893,0.846012,0.8864087,0.9532481,0.9687843,0.9496304,0.8656235,0.9366505,0.002349018,0.9531297,0.851104,0.9742814,0.8777699,0.9367676,0.9643675,0.9279679,0.9849071,0.9182002,0.3571222,0.9738743,0.9685324,0.01752212,0.8938886,0.9348332,0.9299368,0.9041065,0.9607569,0.756184,0.9708566,0.8986427,0.8297319,0.95858,0.9620109,0.9435881,0.6209172,0.9732042,0.9117283,0.8474175,0.9495462,0.6792628,0.8422896,0.6603263,0.9002905,0.388314,0.8360862,0.9504176,0.9886248,0.8192485,0.9237815,0.9284006,0.8358863,0.9605395,0.9618117,0.944829,0.9484357,0.9702219,0.9612071,0.9790832,0.924601
"PD20",0.3200715,0.903212,0.9432506,0.9064031,0.9414032,0.9186218,0.9172766,0.9539584,0.9704193,0.9558764,0.9849235,0.9593946,0.9002851,0.8762561,0.8758793,0.9361661,0.9667197,0.9100396,0.9120839,0.9286699,0.01182271,0.9551786,0.8651357,0.9813303,0.8636081,0.9042,0.9668439,0.9449083,0.9540761,0.8979014,0.3693563,0.9201767,0.944909,0.02974877,0.9078634,0.9170811,0.9420048,0.8760534,0.9835827,0.803895,0.9497459,0.9070303,0.8604811,0.9686754,0.9483243,0.9222,0.5659109,0.9599341,0.9363034,0.8847252,0.9587978,0.561608,0.7845515,0.6602547,0.8996509,0.3754584,0.909428,0.94382,0.985267,0.7740002,0.927731,0.911298,0.9319835,0.9716633,0.9704756,0.9552801,0.9586986,0.9704263,0.9589173,0.9850162,0.9394093
"CTRL83",0.3336688,0.9279726,0.9198116,0.9062744,0.959557,0.9108292,0.8599893,0.9196611,0.9777055,0.9752178,0.9664591,0.8974046,0.9117937,0.8815429,0.8569362,0.968095,0.9654843,0.8933806,0.9272765,0.9540494,0.009796275,0.9583799,0.9026948,0.9822118,0.8928811,0.9271134,0.9398845,0.9352165,0.9725957,0.9371999,0.3921756,0.939197,0.9790636,0.01410152,0.9187627,0.9229448,0.8111916,0.8930427,0.9785728,0.6701252,0.970929,0.9181817,0.8650292,0.9739606,0.9457492,0.9233201,0.6719247,0.9628657,0.9265052,0.8439872,0.9789279,0.4250035,0.6499674,0.6996862,0.9256914,0.4350303,0.8427822,0.9525536,0.9900725,0.8067779,0.9210833,0.8661996,0.7970022,0.9844665,0.959938,0.944056,0.9795229,0.9560469,0.9359407,0.9846261,0.9455054
"PDD7",0.3184994,0.8307849,0.9234118,0.8707544,0.9661544,0.8846404,0.8897761,0.9225066,0.9650286,0.9532514,0.9845373,0.942006,0.9239353,0.9052219,0.9162507,0.9534799,0.9677238,0.9141627,0.930973,0.9195852,0.01244638,0.9581457,0.9128053,0.98134,0.896574,0.9292878,0.9543107,0.9124506,0.946369,0.9472392,0.4089792,0.9724084,0.9816282,0.01948573,0.8862328,0.8462819,0.9370096,0.8732267,0.9591143,0.8357002,0.9524065,0.9038376,0.8245157,0.9549992,0.959069,0.9322974,0.684813,0.978457,0.8385326,0.8951976,0.9551127,0.5256585,0.7946586,0.7395991,0.8533317,0.3739263,0.9212342,0.9635327,0.9844388,0.8680576,0.9068961,0.9264404,0.959702,0.9817965,0.9596541,0.9307981,0.9535578,0.9511577,0.9736304,0.9824102,0.9064679
"CTRL71",0.2344815,0.8392772,0.9361781,0.9080283,0.9627817,0.9432967,0.9313268,0.9180485,0.9681053,0.979165,0.9738789,0.9198687,0.9041235,0.9010838,0.8873437,0.9208564,0.9719291,0.9585523,0.9473522,0.9315017,0.003956698,0.9509652,0.8774459,0.9757041,0.9004491,0.948625,0.9449682,0.9720819,0.9766399,0.9580002,0.4186469,0.9719136,0.9794871,0.01677232,0.9390439,0.8964484,0.8671817,0.8630045,0.970676,0.8691421,0.9692465,0.9289757,0.8943917,0.957867,0.9453201,0.9341724,0.7265845,0.9817839,0.8891875,0.8272794,0.9841252,0.5573178,0.7494869,0.7577168,0.9588388,0.4871559,0.9221532,0.9798859,0.9886083,0.9383644,0.9291225,0.9369649,0.7907846,0.9792709,0.9747499,0.9507526,0.9854673,0.9576343,0.8600534,0.9869352,0.9475365
"PDD47",0.2882735,0.8884625,0.9577087,0.8107801,0.9438629,0.9007341,0.8462428,0.9418936,0.958422,0.9794316,0.9652037,0.9199621,0.8754603,0.8624691,0.9530546,0.9274557,0.9651274,0.9397312,0.8510617,0.9472484,0.004345913,0.9367826,0.8471121,0.9916016,0.8388144,0.940438,0.9449289,0.9364643,0.9763409,0.9285185,0.3830127,0.9654887,0.9813592,0.01552238,0.8148755,0.8743207,0.8494968,0.896282,0.9472366,0.7833866,0.9508297,0.8793522,0.8247361,0.9451493,0.9463179,0.9399487,0.7477254,0.9665547,0.9140237,0.8076599,0.9803133,0.566446,0.716598,0.7020553,0.9225473,0.3986935,0.8979129,0.9524078,0.9785444,0.868246,0.8987339,0.9158886,0.7835646,0.9771121,0.9433668,0.9602367,0.9611048,0.9420147,0.9036688,0.974457,0.9212309
"PD32",0.2771409,0.8953403,0.9534841,0.7894559,0.9491871,0.9326428,0.9180144,0.9455601,0.95612,0.9717066,0.979546,0.9039255,0.8592408,0.849053,0.7933328,0.9359579,0.9626129,0.9448396,0.8661583,0.9010467,0.01316302,0.9280387,0.8174085,0.9836925,0.846346,0.8673591,0.9421434,0.9069485,0.9325841,0.8651786,0.3957905,0.9720007,0.9610649,0.01898187,0.8414023,0.8668106,0.8278687,0.887224,0.9436327,0.7769534,0.9398201,0.8517129,0.8272786,0.933637,0.9328918,0.9308448,0.5569773,0.9450981,0.9259324,0.7732808,0.945769,0.5849932,0.7301019,0.6456032,0.9175599,0.3392667,0.8406294,0.9511142,0.9703427,0.8113664,0.8715273,0.8829396,0.8772639,0.9581002,0.9255279,0.9627674,0.9372159,0.9381341,0.9195938,0.9864345,0.9010403
"CTRL6",0.2853911,0.8783287,0.9523658,0.893182,0.9529457,0.91109,0.8962007,0.9593709,0.9678449,0.9328503,0.9767197,0.9789093,0.9092172,0.828051,0.9286801,0.9666446,0.9557175,0.8983654,0.8755454,0.9416916,0.006420606,0.9382304,0.8435664,0.9581084,0.9318174,0.9076325,0.9306384,0.9319614,0.9630932,0.9133675,0.3691476,0.9732123,0.967439,0.01733318,0.8541136,0.8460224,0.9202599,0.8710403,0.9610796,0.7308609,0.9502215,0.8869374,0.8518414,0.9634488,0.9589364,0.9281077,0.5511908,0.9545782,0.9026834,0.8540205,0.9677768,0.6902139,0.7024522,0.6447827,0.9135356,0.3668494,0.8894429,0.9461862,0.9895104,0.6845594,0.8965078,0.9320238,0.9622393,0.9751288,0.9479027,0.9530909,0.9380551,0.964191,0.9850395,0.9774515,0.9318745
"CTRL46",0.2806228,0.8525478,0.9215364,0.8219829,0.9607538,0.9557314,0.8867895,0.9368316,0.9659736,0.9688997,0.9645248,0.9209237,0.8917028,0.7904891,0.9294313,0.9212715,0.6832179,0.9669741,0.8407639,0.9267729,0.007132421,0.915958,0.8724763,0.976529,0.8292272,0.9169252,0.9608138,0.9574595,0.9747417,0.9207757,0.3940173,0.9399029,0.9733871,0.01017399,0.8755907,0.9024966,0.8469206,0.9187782,0.9767154,0.7907141,0.9526008,0.8606258,0.8571982,0.9543977,0.9345178,0.9357408,0.638721,0.980447,0.9348158,0.7692595,0.928064,0.527305,0.7566163,0.678065,0.9503093,0.3457288,0.8441316,0.947688,0.9722723,0.8326729,0.9105399,0.9063751,0.7921267,0.9756124,0.937252,0.9551435,0.9629228,0.9540493,0.9502655,0.9778015,0.8932625
"PD17",0.3030508,0.8569959,0.9330753,0.9057767,0.9421818,0.8676523,0.9112609,0.9558546,0.9694021,0.9619812,0.9783395,0.9346011,0.8808411,0.9109685,0.827417,0.9585444,0.9695183,0.958726,0.9147516,0.9067098,0.01228696,0.9704539,0.8456212,0.9750825,0.8995408,0.9200806,0.9670456,0.9493611,0.9559037,0.9505222,0.3879622,0.9727005,0.9918533,0.01534223,0.852031,0.8552105,0.9216164,0.8787033,0.980463,0.8355017,0.961547,0.9147395,0.9069546,0.947776,0.9446933,0.9380795,0.6033168,0.9763315,0.9307233,0.8882204,0.9631246,0.5505426,0.7979725,0.6611832,0.7806914,0.3815875,0.7931222,0.9804235,0.9860533,0.7493201,0.948618,0.9139746,0.8687077,0.9760726,0.9722605,0.9265889,0.9723406,0.9679352,0.9745927,0.9906808,0.9223335
"PDD10",0.3220647,0.8676111,0.9118653,0.8669117,0.9629259,0.8967924,0.9188021,0.9638426,0.9668759,0.9565751,0.9769262,0.9373738,0.8933546,0.8774935,0.8543946,0.9465787,0.9499027,0.9141771,0.8705716,0.9100717,0.005062858,0.9115338,0.8547228,0.97258,0.9223979,0.9488839,0.9654773,0.9364597,0.9774995,0.9416593,0.3583096,0.9644051,0.9729165,0.0385302,0.8767305,0.8933053,0.9141914,0.8550355,0.9726178,0.7709655,0.9558058,0.9075285,0.8363966,0.9425883,0.9448448,0.9364126,0.6348966,0.965542,0.8424893,0.8982868,0.9680593,0.5787483,0.8324488,0.6729701,0.9043917,0.3698284,0.865551,0.969997,0.9931247,0.8464794,0.9511263,0.9160119,0.9113654,0.9784031,0.9558111,0.9405626,0.9433117,0.9629804,0.9736682,0.9698135,0.9654792
"DLB12",0.3232585,0.9230165,0.9378859,0.934034,0.9701263,0.9425417,0.9081135,0.9689269,0.9564054,0.9748915,0.9782012,0.9251385,0.9078529,0.8200255,0.8831786,0.924595,0.9680582,0.9694175,0.9107054,0.9190329,0.01364776,0.9540839,0.8890098,0.988533,0.8095076,0.9297424,0.9461485,0.9546212,0.9755021,0.9288354,0.4110711,0.9744826,0.9865014,0.02204535,0.8787762,0.881871,0.9214312,0.9198579,0.9769359,0.8005103,0.9516471,0.8670481,0.8827125,0.9743724,0.948934,0.9220199,0.6013341,0.9578701,0.8762068,0.8520218,0.9584302,0.6071581,0.6791716,0.7353726,0.9202992,0.4260431,0.8353403,0.9610886,0.9899867,0.82817,0.9092823,0.9120675,0.9084266,0.97378,0.9748362,0.9607433,0.9606743,0.9356549,0.9260179,0.9849485,0.939512
"CTRL44",0.3026584,0.8970727,0.9281188,0.8873605,0.9657516,0.9386293,0.8851894,0.9248617,0.9625006,0.9777777,0.9847026,0.9625463,0.8906609,0.852046,0.8904733,0.9360978,0.9726295,0.9286447,0.9105868,0.9049142,0.005038958,0.9556973,0.8646725,0.9849456,0.8727271,0.9167723,0.9617534,0.9543001,0.9789585,0.9302106,0.3438216,0.9714686,0.9737096,0.01051685,0.8818056,0.9322047,0.9368042,0.9102517,0.9733623,0.8169712,0.9616772,0.9083353,0.8715989,0.9409054,0.9430509,0.9648469,0.7464343,0.9713985,0.9226348,0.8089806,0.9632114,0.5741051,0.7185203,0.7152924,0.9304962,0.4337448,0.8442568,0.9531873,0.9835937,0.8508379,0.9271098,0.9293611,0.8344283,0.9824038,0.9398532,0.9903406,0.9685881,0.9593204,0.9635934,0.9775235,0.9153072
"CTRL86",0.2709181,0.9441207,0.9547313,0.902313,0.976524,0.9492287,0.8975268,0.9413061,0.9695895,0.9755875,0.9840254,0.9330796,0.9229045,0.9048973,0.8679489,0.950522,0.9693577,0.9739696,0.8723384,0.9569542,0.007956448,0.9481821,0.8610269,0.9720967,0.9197803,0.9048314,0.9645056,0.9628471,0.991305,0.9160523,0.4310278,0.969051,0.9831327,0.01241109,0.8766578,0.9078653,0.9387587,0.9118581,0.9680868,0.7750453,0.9733897,0.8920338,0.8452643,0.9580142,0.948294,0.9338983,0.724544,0.9677601,0.9399065,0.8578143,0.9815622,0.5830837,0.7438552,0.7548079,0.9051799,0.3520669,0.8855799,0.9618377,0.9869608,0.8208935,0.9035173,0.9230167,0.8400591,0.9670078,0.9349074,0.9512971,0.9780535,0.973168,0.9629279,0.9768589,0.9483244
