"","cg17805199","cg07996485","cg10138044","cg23834525","cg23657782","cg21951848","cg13874979","cg05348770","cg06952719","cg06998282","cg14904079","cg00140235","cg05313680","cg00391977","cg23882019","cg13690038","cg20357416","cg14723638","cg15175129","cg14318068","cg01674530","cg12372924","cg21598294","cg09060462","cg07253510","cg08467643","cg24665412","cg11280964","cg11163901","cg18127922","cg02941135","cg02097462","cg18880384","cg01947949","cg14144850","cg14856606","cg04030905","cg22181664","cg10762038","cg11312462","cg02853470","cg25936334","cg01753595","cg16985117","cg27312391","cg20936920","cg24517989","cg11971077","cg12635019","cg08368441","cg26115216","cg17159550","cg05788267","cg09584003","cg13773306","cg22364932","cg16941122","cg16959863","cg13871037","cg24855045","cg14350358","cg07755528","cg03321592","cg22200330","cg14855519","cg03967521","cg07642754","cg08485937","cg00901585","cg25284031","cg06410591","cg23092527","cg22053720","cg25981350","cg21595526","cg09508356","cg20075042","cg08685832","cg05652783","cg20850582","cg24683035","cg19259574","cg15283292","cg15197657","cg24767698","cg07904447","cg00271390","cg10687936","cg24384430","cg18014247","cg23411587","cg00612672","cg03678860","cg10657611","cg05747963","cg16085649","cg22806431","cg15310800","cg11341440"
"PDD54",0.7569127,0.9481418,0.8285735,0.1046771,0.9855992,0.9532345,0.9567935,0.95664,0.03225818,0.02397491,0.9286887,0.004048583,0.7595638,0.4417492,0.713866,0.02177122,0.7568279,0.5988058,0.240187,0.8809447,0.5844499,0.9595885,0.966908,0.1023095,0.9437202,0.9007843,0.9230432,0.02647338,0.01015123,0.3513084,0.6158314,0.8437606,0.4327809,0.04311985,0.9177366,0.9084638,0.01062343,0.9126757,0.8724813,0.8352064,0.8996498,0.06004521,0.2519409,0.8909112,0.9694293,0.9356463,0.6477794,0.01078272,0.1147579,0.02596279,0.7441516,0.7205434,0.924661,0.7044152,0.6812334,0.9445557,0.6466892,0.9451346,0.9527168,0.7417133,0.8060596,0.6491995,0.03440882,0.02134322,0.2092206,0.004143967,0.7512668,0.9295976,0.8711009,0.8522545,0.09198923,0.9674507,0.6847865,0.6109491,0.003584586,0.5463918,0.9136565,0.9329333,0.9147034,0.01873756,0.01067008,0.03911701,0.932859,0.3433633,0.9186364,0.02813333,0.9324722,0.9399358,0.1873171,0.009334761,0.9506372,0.8145804,0.8449491,0.9405649,0.933531,0.33027,0.7038548,0.9458044,0.855278
"PDD27",0.6629053,0.9338239,0.8621507,0.05610326,0.9711641,0.9533659,0.977782,0.9650923,0.05506098,0.04005111,0.9198253,0.008766672,0.8688207,0.5107241,0.7375703,0.01681314,0.7588487,0.7016895,0.3021271,0.8050607,0.5543695,0.9792014,0.97565,0.003334501,0.9334648,0.8752937,0.9030891,0.0370259,0.005321575,0.3925982,0.5437035,0.8300178,0.4281212,0.09630714,0.8603029,0.8558739,0.01732347,0.9000696,0.9252114,0.9150356,0.8584909,0.05433263,0.3702469,0.92201,0.9844016,0.9507445,0.725557,0.005070423,0.2388904,0.02117517,0.8817259,0.5658753,0.931799,0.6340241,0.6446204,0.9626802,0.6474047,0.9587418,0.9407814,0.7824013,0.8796706,0.4932194,0.02487206,0.03131766,0.1528298,0.005613654,0.7064719,0.9544563,0.8775224,0.8227564,0.08196203,0.980985,0.7571388,0.4817554,0.006331117,0.6146905,0.9310981,0.9521393,0.9134404,0.02277014,0.009043597,0.02326502,0.9212401,0.4532245,0.9179722,0.03258061,0.9459502,0.9403291,0.05166982,0.008911351,0.9598796,0.8949013,0.8983968,0.9366357,0.9470699,0.3978485,0.5334894,0.9527135,0.9132623
"DLB24",0.6745005,0.9378102,0.8429932,0.1170964,0.9667369,0.9113004,0.9630763,0.9594114,0.03662476,0.05180355,0.9496262,0.006097561,0.7937804,0.4586238,0.6974087,0.03429923,0.7455235,0.602785,0.2018527,0.9282381,0.5050903,0.9730935,0.964144,0.03221381,0.9433273,0.8469265,0.9230598,0.04431797,0.01379798,0.3571539,0.6752629,0.8675896,0.4252501,0.03054469,0.9284547,0.830774,0.01998269,0.9552879,0.8612816,0.8148665,0.8532879,0.07181487,0.2775123,0.8388921,0.9730547,0.9481496,0.6039024,0.006805158,0.1294845,0.02006247,0.8146815,0.6276783,0.9275833,0.6791496,0.681683,0.9714841,0.6101434,0.9391741,0.9468585,0.6951971,0.8309763,0.5735773,0.03837709,0.03275698,0.1802097,0.000786977,0.7797533,0.9263824,0.8799803,0.8193313,0.1027875,0.9371354,0.702044,0.5762411,0.02119327,0.5743989,0.9209918,0.9294957,0.9797829,0.02843742,0.01291532,0.05215206,0.9090683,0.3845034,0.8594245,0.03039784,0.9614952,0.9287826,0.08801299,0.0215193,0.9428321,0.8216249,0.8827813,0.9240786,0.9211884,0.304802,0.650731,0.9500345,0.8557075
"PD23",0.6777293,0.9476509,0.8455862,0.1127462,0.9430869,0.9343369,0.9845229,0.9461909,0.03803251,0.02252534,0.9196957,0.009813974,0.8161641,0.489614,0.6803296,0.007554297,0.7873921,0.6258937,0.216758,0.8248868,0.6410291,0.9888469,0.9776122,0.04760344,0.944562,0.8829716,0.8825764,0.03129844,0.01225881,0.2652603,0.5948239,0.7995875,0.4622927,0.03287589,0.8732622,0.8861312,0.009193433,0.9349548,0.9152194,0.8379401,0.8891114,0.06063089,0.2674431,0.9042006,0.9854215,0.9436574,0.7013625,0.005375723,0.1921852,0.01673423,0.8208435,0.6038412,0.9683594,0.6271268,0.6551893,0.9792396,0.5976349,0.9538389,0.9477447,0.7446166,0.8821629,0.5679711,0.03119444,0.01950617,0.2697161,0.006155226,0.7451318,0.9246115,0.9222535,0.7742998,0.1123327,0.959143,0.6826247,0.5171995,0.01276371,0.6157536,0.9115528,0.9477946,0.9631217,0.02086096,0.00941815,0.03147641,0.9251474,0.4262799,0.8821337,0.0241697,0.9602327,0.9145586,0.08843934,0.01825486,0.9697103,0.859795,0.9009294,0.9421281,0.9699269,0.4261608,0.6901595,0.952589,0.8792157
"PD30",0.7444362,0.9176784,0.7859406,0.08936723,0.9688452,0.9531171,0.9671403,0.9560487,0.04496359,0.04116476,0.921298,0.006406269,0.8301217,0.4679978,0.7434666,0.0197478,0.7481327,0.6884221,0.2283209,0.816406,0.6433792,0.9839565,0.9744827,0.05280439,0.9404874,0.8867646,0.8739131,0.02786982,0.01065898,0.3383161,0.5822218,0.7939407,0.5837408,0.038029,0.8934453,0.8451636,0.01181641,0.9394243,0.9000557,0.8338537,0.8227736,0.04934742,0.3553697,0.8737539,0.9685031,0.9625345,0.7076942,0.001413169,0.1293016,0.0201278,0.8197073,0.6105061,0.9496596,0.7282947,0.5979712,0.9511612,0.6372392,0.8989626,0.9304309,0.7272618,0.8422186,0.6156687,0.04525956,0.03023916,0.1930151,0.005647891,0.6628369,0.8938178,0.850455,0.8504873,0.128162,0.9664112,0.6581986,0.4745702,0.01355774,0.7004845,0.9229339,0.9274405,0.9727344,0.02580994,0.002425401,0.02143119,0.9139962,0.4058702,0.9167086,0.02257712,0.9522909,0.9528007,0.05349902,0.01233108,0.9314069,0.8793336,0.7785637,0.9668228,0.9553827,0.4451317,0.7146086,0.9428077,0.8618344
"PDD15",0.6653586,0.9398281,0.8580915,0.06681992,0.9600102,0.9422748,0.970723,0.9559531,0.05246174,0.07319185,0.943372,0.01556242,0.8173396,0.4552319,0.7187805,0.02635797,0.7841792,0.5872101,0.2106861,0.8897191,0.575839,0.9582908,0.9557924,0.08958183,0.9179535,0.9185702,0.9047741,0.01877084,0.01509284,0.2808482,0.580768,0.8812845,0.3625269,0.04576503,0.8369221,0.814104,0.02106591,0.9298173,0.910171,0.8448306,0.9116084,0.05451911,0.2035344,0.8547346,0.9646081,0.9052371,0.7213795,0.008411677,0.1438512,0.02352941,0.831784,0.5482535,0.9038198,0.7105461,0.5753026,0.96355,0.6251854,0.9584445,0.9386971,0.6843321,0.8734994,0.6376432,0.03820803,0.03438465,0.163993,0.008098287,0.7598516,0.9419492,0.9133478,0.8363239,0.1268207,0.9385311,0.6796468,0.580118,0.02080344,0.6383704,0.9136614,0.9438288,0.7812346,0.01910906,0.01707506,0.04429975,0.9218058,0.4947104,0.9403815,0.03105769,0.9781345,0.8757226,0.102751,0.03092354,0.9320428,0.9026325,0.79634,0.9313958,0.964765,0.3583963,0.7188629,0.9438068,0.8624181
"CTRL50",0.708338,0.9281776,0.873486,0.08088195,0.9658545,0.978311,0.9725424,0.9521636,0.01785073,0.01913865,0.9414412,0.005565737,0.7967668,0.5019864,0.6822246,0.01808246,0.7712921,0.7150819,0.2038717,0.9054362,0.5327119,0.9976875,0.9657114,0.0594669,0.9690723,0.83394,0.8837459,0.02820279,0.01062148,0.3315036,0.5870675,0.8213711,0.5168874,0.0268619,0.8795051,0.8754223,0.01186879,0.9358425,0.8388904,0.8561536,0.8086214,0.06363257,0.3085275,0.9108762,0.9790819,0.9699441,0.6619073,0.006972379,0.1514435,0.0230476,0.812357,0.5717267,0.9635298,0.6147709,0.8120898,0.9716782,0.6080999,0.932123,0.9587072,0.7021437,0.8454094,0.571609,0.02153696,0.02229341,0.1742159,0.004193411,0.6927734,0.9253056,0.8162461,0.8474838,0.1333564,0.9596374,0.6945002,0.5465711,0.01114907,0.5622434,0.9290512,0.943554,0.9718409,0.02714593,0.01114226,0.01741,0.9197926,0.3997603,0.9142086,0.02964791,0.932804,0.968462,0.07415445,0.007725437,0.9753104,0.8093671,0.8843686,0.963951,0.9609171,0.350695,0.606035,0.9312812,0.8471877
"CTRL93",0.7612188,0.9132955,0.8774844,0.07813856,0.966042,0.960561,0.9705295,0.9724008,0.05642081,0.001592521,0.9431649,0.001507971,0.8135757,0.4643536,0.568069,0.004618938,0.7648337,0.7919101,0.2865032,0.8249639,0.5155842,0.9879278,0.963314,0.089405,0.9505871,0.899,0.9456765,0.03154629,0.009575147,0.3965703,0.5685657,0.8197496,0.5123775,0.03622998,0.8641497,0.7499208,0.009057828,0.9522748,0.8016614,0.9146854,0.8257356,0.04202135,0.3149204,0.8716537,0.9821409,0.9219057,0.7240122,0.003456619,0.1510247,0.01247827,0.855403,0.5566037,0.9544745,0.7895802,0.7654242,0.9725332,0.5809763,0.8705706,0.9483045,0.6789678,0.8623042,0.6430156,0.0431502,0.02966164,0.1364307,0.001449356,0.6536737,0.9358415,0.8515447,0.6724628,0.1363744,0.9790202,0.7685975,0.565828,0.007456504,0.5874573,0.9247427,0.928558,0.9485923,0.03406081,0.008461877,0.03315664,0.9035775,0.466803,0.8997357,0.03006735,0.9390748,0.9196787,0.03518401,0.01490708,0.9627681,0.7978985,0.8730791,0.9545623,0.9560535,0.4478971,0.6539678,0.8889598,0.933429
"PDD35",0.7056873,0.9215452,0.7745745,0.06610254,0.9676105,0.9386619,0.969269,0.9547765,0.02856085,0.04983668,0.9570467,0.01272974,0.5818776,0.3891977,0.5898366,0.01963837,0.7916429,0.6925344,0.1403238,0.8166948,0.6285704,0.9758611,0.9528475,0.08924601,0.9143055,0.8598636,0.9040854,0.05216839,0.01154279,0.3767779,0.5115815,0.7567769,0.510143,0.04527796,0.92594,0.8490244,0.0142236,0.8495582,0.8406765,0.7906108,0.884675,0.05320278,0.289683,0.8868786,0.9756409,0.9390842,0.7447029,0.009278711,0.1036901,0.02248021,0.8534066,0.6325224,0.9522238,0.7691385,0.7151876,0.9576756,0.6377659,0.927827,0.9557293,0.6919217,0.7388506,0.6597059,0.03822952,0.04033626,0.2965111,0.00278615,0.7820505,0.8585061,0.9229241,0.8038733,0.08845303,0.9637291,0.5727594,0.6205932,0.01273311,0.6499507,0.8859418,0.9468672,0.9535805,0.03169714,0.006588413,0.02536802,0.9209324,0.3515036,0.8976766,0.0304358,0.9617025,0.9445568,0.1115399,0.01173312,0.9288553,0.826461,0.8225717,0.9633034,0.9674058,0.4130283,0.69914,0.9036108,0.7868949
"CTRL73",0.6763996,0.9363414,0.8867617,0.08572842,0.9521799,0.929093,0.9477526,0.9728239,0.02425374,0.06034566,0.9298633,0.0121533,0.7968876,0.4132278,0.6875897,0.01369522,0.7713313,0.7565082,0.1906247,0.7117908,0.5944152,0.958757,0.9711422,0.1114627,0.9490141,0.9302342,0.9040122,0.03214313,0.01068091,0.3079256,0.4925149,0.7256718,0.4367892,0.0478849,0.9463268,0.832495,0.01501294,0.7883305,0.8861154,0.8705052,0.9130078,0.0662768,0.2452421,0.9113538,0.9527498,0.9465255,0.6174994,0.005864918,0.212033,0.02848434,0.8323336,0.5313214,0.8958764,0.6221322,0.654671,0.9564759,0.5938213,0.8982842,0.9278784,0.6552676,0.8032852,0.5436058,0.04231377,0.02379584,0.2241253,0.003471207,0.7571716,0.9263912,0.7978535,0.7779622,0.1111111,0.9430979,0.6962607,0.4901347,0.009946602,0.7107153,0.9130781,0.9100837,0.9130403,0.02679897,0.01311327,0.01491144,0.9118977,0.4835213,0.892079,0.03175117,0.9551265,0.9514659,0.0651067,0.01022181,0.9295362,0.8722535,0.9165282,0.9449145,0.9701522,0.4028105,0.5710267,0.9352262,0.8481233
"PDD6",0.7357606,0.9313731,0.7933996,0.1187346,0.9762044,0.9683395,0.9655001,0.9641372,0.03036359,0.01024886,0.9575013,0.003547086,0.634427,0.3990806,0.6699087,0.02753196,0.7771029,0.6656739,0.2522769,0.948846,0.5999576,0.9784783,0.9436743,0.1453637,0.8487538,0.8395894,0.8963976,0.1192467,0.008499354,0.3639077,0.7355243,0.8310997,0.6463772,0.02199883,0.9254353,0.839568,0.009358212,0.9085421,0.8785503,0.7680938,0.9237148,0.03418704,0.2369271,0.8718229,0.9842694,0.9631843,0.773578,0.01111963,0.1400435,0.01495101,0.8598091,0.7092537,0.9482895,0.7725011,0.6802088,0.9768969,0.6569867,0.946316,0.9514521,0.7481882,0.823962,0.708523,0.02723024,0.02470729,0.299067,0.002720615,0.8583697,0.8426897,0.8651931,0.8292715,0.1167163,0.9539469,0.6517695,0.6724739,0.006316767,0.6664928,0.9265942,0.9280968,0.9458224,0.02716744,0.005577867,0.02932995,0.9302663,0.3550076,0.9126766,0.02849771,0.9571846,0.9488035,0.2084743,0.01347657,0.9444873,0.8315444,0.8995796,0.9620604,0.9434563,0.4395692,0.7510927,0.9097554,0.6796281
"CTRL13",0.6620391,0.9057522,0.7713706,0.04373447,0.9679551,0.9737381,0.9333942,0.9594504,0.03658697,0.02079674,0.8259529,0.002023309,0.8261995,0.4175717,0.6256388,0.01922129,0.7344076,0.735459,0.2413608,0.794044,0.4864577,0.9863696,0.9824135,0.02783104,0.9574767,0.8192848,0.8490366,0.02552819,0.01461923,0.3683841,0.4634881,0.7702757,0.4514461,0.04172837,0.8670559,0.800348,0.01320699,0.903096,0.7985592,0.8780021,0.846779,0.05801176,0.26748,0.7920994,0.9780637,0.9194497,0.6443754,0.008,0.2309956,0.02026509,0.8927391,0.4932774,0.9209465,0.5694025,0.791867,0.9698164,0.5978003,0.8803055,0.9693186,0.6082684,0.8392075,0.4910663,0.03968353,0.02896478,0.2133395,0.003630393,0.563202,0.9495107,0.7910502,0.7879487,0.163585,0.9607157,0.6959696,0.5508514,0.01229793,0.6096876,0.8717055,0.9436112,0.9806035,0.01710923,0.00678392,0.02461479,0.8719456,0.4453622,0.8242848,0.03011792,0.9360492,0.9253857,0.07530939,0.005704837,0.9385207,0.8178301,0.9085386,0.9581657,0.9538664,0.3883582,0.5915477,0.9078557,0.8619978
"PDD73",0.7604459,0.9613885,0.8248254,0.1057982,0.9513718,0.9242374,0.9798212,0.9781488,0.01191183,0.1463905,0.9507983,0.009922193,0.883486,0.4479388,0.6893963,0.01333998,0.8029053,0.6721917,0.1615271,0.846898,0.5942502,0.9688353,0.967768,0.07521505,0.9704652,0.9224139,0.9413278,0.01851105,0.004903278,0.3185009,0.583409,0.9125666,0.5260952,0.02957824,0.7956606,0.892725,0.009841815,0.9537068,0.9311978,0.9590501,0.9013906,0.04086739,0.274402,0.9178252,0.9685975,0.9186066,0.680705,0.01206835,0.08935654,0.006974717,0.8712547,0.619887,0.9290989,0.7220805,0.5549629,0.9693123,0.6939174,0.953934,0.9390207,0.8259803,0.869217,0.6628961,0.02576002,0.01478653,0.09481293,0.008083192,0.8175739,0.9595597,0.9290771,0.9068788,0.0670178,0.9567663,0.6568499,0.5272136,0.007470165,0.5327121,0.9531255,0.962501,0.9441477,0.01009027,0.0160801,0.02531805,0.9284388,0.3542851,0.9124404,0.03323216,0.9686759,0.9220219,0.07373024,0.02241494,0.9426187,0.9424773,0.8770833,0.9018679,0.9492709,0.4503798,0.6972002,0.9667369,0.9342914
"CTRL81",0.6572741,0.9111866,0.8751636,0.06197421,0.9633715,0.9387698,0.9682744,0.9698359,0.02887589,0.01556402,0.9343584,0.0002691066,0.8281488,0.4677913,0.676266,0.02389041,0.7683587,0.7980765,0.2139814,0.8151002,0.595606,0.9754316,0.976004,0.05102912,0.9368468,0.9207265,0.9095855,0.03525038,0.009258568,0.3500439,0.4889288,0.8154666,0.4632181,0.03125,0.9320857,0.8549334,0.01038046,0.9307793,0.8643487,0.8726389,0.8624464,0.07793646,0.297953,0.89691,0.9762541,0.9550854,0.7284902,0.01171875,0.1709295,0.01952214,0.7935527,0.5408819,0.9377442,0.6801383,0.7897092,0.973817,0.6268393,0.9357627,0.9359742,0.6528503,0.8163467,0.6079642,0.04397743,0.02291468,0.1876105,0.01033213,0.7483304,0.909889,0.7839956,0.7508333,0.1334744,0.9797141,0.7079028,0.4922657,0.007020152,0.6958398,0.931401,0.9254202,0.863593,0.02503712,0.01122995,0.03626046,0.9398889,0.4690297,0.9423868,0.03691004,0.9328158,0.9683385,0.03889202,0.008560514,0.973759,0.8260384,0.8883095,0.9560712,0.9372419,0.4331522,0.6194844,0.9054392,0.8911534
"CTRL33",0.6614031,0.9041689,0.8766226,0.1127995,0.9808221,0.9474002,0.9446153,0.9631337,0.01734575,0.01456779,0.8891257,0.0066411,0.869835,0.4685064,0.6357743,0.02461841,0.4208594,0.7368289,0.272822,0.8468059,0.5860638,0.9733856,0.9663844,0.03080389,0.9543531,0.8746663,0.8930087,0.05404243,0.016222,0.3681859,0.5861,0.7569352,0.5647897,0.04100461,0.8982843,0.8565311,0.0147507,0.9417819,0.8655306,0.8497918,0.8275211,0.0449908,0.3408502,0.8840534,0.9670091,0.9509031,0.6710311,0.003195126,0.2049402,0.01456249,0.8395792,0.559138,0.9292428,0.6880101,0.6568488,0.964212,0.588378,0.894727,0.9503428,0.6491734,0.8762307,0.5476373,0.02668332,0.03276148,0.1504451,0.00208204,0.6294327,0.9360427,0.8563469,0.81383,0.1218366,0.9509205,0.7691792,0.4808917,0.006169793,0.5175258,0.885564,0.9299608,0.9392723,0.02078805,0.01037344,0.02943408,0.9000377,0.4617676,0.8717626,0.0291621,0.9441526,0.9185281,0.05149931,0.005036118,0.9517255,0.8853904,0.8154107,0.9437173,0.9358386,0.4422103,0.6244439,0.8904143,0.843557
"PDD49",0.6615423,0.9237777,0.7925308,0.1118244,0.9349129,0.9391786,0.9684279,0.9260695,0.03017554,0.01754594,0.9380455,0.002610114,0.7854227,0.4397006,0.7017665,0.01229933,0.6956638,0.5773441,0.1967326,0.9036298,0.5474317,0.9473267,0.9649758,0.04470172,0.8984917,0.843275,0.9133396,0.03996383,0.0117028,0.2733204,0.7045907,0.8626248,0.3795584,0.05827528,0.9503402,0.862458,0.003060199,0.8924151,0.8398463,0.8683713,0.8649225,0.06761178,0.2133163,0.8522702,0.9688934,0.9438289,0.5349142,0.005252918,0.1655828,0.01740683,0.9061732,0.5845286,0.9579209,0.6503427,0.7573289,0.9609582,0.662888,0.9528322,0.950677,0.7057333,0.8781619,0.6279881,0.06348621,0.02467617,0.2050007,0.01024391,0.8185023,0.9124736,0.7601692,0.8169046,0.1740581,0.969147,0.6097037,0.4489103,0.006821282,0.6537958,0.9115638,0.9500022,0.7172376,0.01938417,0.007636474,0.0340407,0.8951249,0.3183649,0.9244156,0.02927219,0.9417792,0.8881375,0.1232969,0.01146499,0.9683067,0.8374344,0.8576047,0.9475951,0.9420843,0.2360753,0.701685,0.9428193,0.8418184
"PD27",0.7520254,0.9070984,0.8834607,0.08885675,0.9633558,0.9492389,0.9745383,0.9518706,0.03754234,0.01719958,0.9286202,0.006402656,0.7486144,0.4848884,0.6386799,0.01533862,0.7684094,0.6455599,0.2310129,0.9026633,0.5954303,0.9673418,0.9582739,0.05878021,0.9555879,0.844965,0.8834156,0.04036446,0.01095571,0.4004929,0.6824854,0.7464014,0.4199732,0.0459416,0.86259,0.9047311,0.01939218,0.9217222,0.8335965,0.8440744,0.8379658,0.06535779,0.3105814,0.8564688,0.9634742,0.9520545,0.6613491,0.005698553,0.1378897,0.01056763,0.8791682,0.6114253,0.9433603,0.6511397,0.5127066,0.9800814,0.6006965,0.9338653,0.9355361,0.6892718,0.8238814,0.6236413,0.05462223,0.03158716,0.2638114,0.003953523,0.7167585,0.9158115,0.8650321,0.7529755,0.1122355,0.9537613,0.6417568,0.6262534,0.01162547,0.6970285,0.9127337,0.9433597,0.936149,0.02452204,0.008628634,0.03077507,0.9222219,0.4265416,0.9305046,0.05157097,0.9339441,0.9450929,0.07550882,0.01456476,0.9655037,0.7825498,0.9130828,0.9195489,0.9483705,0.4342792,0.6149479,0.9196714,0.9010766
"PDD4",0.7078142,0.9324419,0.8513229,0.1097584,0.9550974,0.9539527,0.9738122,0.9759012,0.03723436,0.07760638,0.9409924,0.01626898,0.8660688,0.4779333,0.7588424,0.02571516,0.7593854,0.6687701,0.2823522,0.8768187,0.5374719,0.9470724,0.9563493,0.1716396,0.8919456,0.8808381,0.9181673,0.02809337,0.01140312,0.3430839,0.6784235,0.7864128,0.5236028,0.04872564,0.7957973,0.7774794,0.02205151,0.9115227,0.9205675,0.8796733,0.9052682,0.07232988,0.2374525,0.8994524,0.9636834,0.9093108,0.7484251,0.01614082,0.1156402,0.02604549,0.8654367,0.6788022,0.9011333,0.7208197,0.5380812,0.9486866,0.6380396,0.937199,0.881046,0.7752306,0.8556919,0.6092275,0.05903551,0.03857661,0.1623899,0.01111431,0.7957118,0.9629211,0.916483,0.7952287,0.1470588,0.9566614,0.7538972,0.56,0.02475309,0.5210465,0.9159509,0.9358658,0.9360439,0.03474737,0.01443242,0.05228174,0.9202913,0.4097458,0.8665558,0.05940721,0.969588,0.9066338,0.1379218,0.01246367,0.9056925,0.9110359,0.8549112,0.9359836,0.9726652,0.3624808,0.6856352,0.9473706,0.8078527
"PD58",0.7164503,0.9270865,0.7993109,0.1225178,0.9819207,0.946183,0.9741816,0.9710953,0.01907607,0.01783086,0.9485151,0.00211685,0.811467,0.4542527,0.6335711,0.02324455,0.7784187,0.7083528,0.1903894,0.865123,0.5906147,0.9727425,0.9813278,0.03954354,0.9569836,0.9156153,0.8965684,0.05266443,0.0130954,0.3497133,0.7184105,0.7888758,0.4675049,0.03598862,0.9442086,0.8729779,0.0009200491,0.9234773,0.8845396,0.8121544,0.9203476,0.04549104,0.3042624,0.8774077,0.9697088,0.9538311,0.6619919,0.009473027,0.1478975,0.02053562,0.7877065,0.6546226,0.9266842,0.7086073,0.624225,0.9767669,0.6063318,0.9396234,0.9633639,0.782448,0.8185926,0.6161979,0.03823781,0.01628094,0.2384248,0.003977311,0.7960471,0.934934,0.8934417,0.8471038,0.1240754,0.9752731,0.6469831,0.6683292,0.008723088,0.6248222,0.9271081,0.9334682,0.9323127,0.02391223,0.01218128,0.02772053,0.9230148,0.3446652,0.886382,0.03119392,0.9691895,0.9665556,0.1017786,0.01402267,0.9568544,0.8766087,0.8551899,0.9711204,0.9617336,0.3345113,0.7139596,0.9519548,0.8700127
"CTRL85",0.644826,0.9194476,0.7612295,0.06606827,0.9446424,0.9547667,0.968045,0.9550857,0.01678506,0.01267765,0.9429933,0.004790234,0.8503234,0.4398385,0.7284087,0.01628779,0.763692,0.6141154,0.2877037,0.912698,0.539589,0.9686541,0.9646452,0.1162969,0.9465635,0.8727728,0.9183115,0.05216099,0.01691225,0.2413331,0.5692205,0.8579125,0.4555666,0.05178969,0.8995241,0.8839811,0.01587174,0.9041866,0.9143567,0.8558868,0.8773147,0.06453439,0.2159251,0.8963125,0.9682043,0.9619931,0.7291142,0.004369265,0.140478,0.02259304,0.8815414,0.5667998,0.9464799,0.5932483,0.6925839,0.976608,0.6555684,0.9390712,0.9084523,0.7076016,0.7881971,0.5578536,0.04030388,0.02052706,0.1805274,0.006989102,0.7979826,0.9124066,0.85902,0.8362872,0.1408659,0.9552176,0.5826925,0.5618361,0.01392954,0.6577851,0.9304498,0.9486971,0.9105871,0.02922815,0.006164828,0.01871628,0.8887487,0.3723662,0.8674832,0.0330996,0.9630561,0.9357158,0.04566259,0.01015668,0.9538403,0.9093746,0.8768872,0.9110143,0.9356502,0.3105728,0.6674592,0.9610062,0.8668096
"PD52",0.5961472,0.9402919,0.8543939,0.1035268,0.9226341,0.9358754,0.9634041,0.9540051,0.01605852,0.03656553,0.949611,0.00921574,0.7442953,0.4909216,0.715212,0.03258982,0.7667204,0.6047728,0.2506169,0.9352699,0.6109181,0.987365,0.9671678,0.03999374,0.950611,0.8432219,0.8990401,0.05653485,0.007151172,0.3367151,0.687608,0.8296162,0.4858659,0.02385976,0.9310448,0.819844,0.006219019,0.9182412,0.8558057,0.830564,0.8909955,0.03740405,0.2329124,0.8903933,0.9732425,0.9544771,0.63242,0.00314052,0.0945298,0.01206876,0.8295414,0.6448429,0.9545497,0.8145359,0.7358959,0.968193,0.654474,0.9606582,0.9361208,0.7591302,0.8671403,0.5949087,0.03839702,0.02273726,0.1632614,0.004350584,0.8538354,0.8964974,0.8083567,0.8193174,0.1564093,0.9575599,0.6549793,0.6572808,0.008519318,0.6127918,0.9224049,0.9418361,0.9594254,0.01847384,0.004551489,0.02255519,0.9227637,0.3324922,0.8857904,0.02479438,0.9382193,0.9471139,0.0932208,0.00754697,0.9499524,0.7661754,0.9092571,0.9513652,0.9453689,0.3448244,0.7202751,0.9448245,0.8619994
"PD60",0.7769313,0.9717857,0.8388379,0.09290844,0.9501158,0.9760903,0.973609,0.9708371,0.02407216,0.03824737,0.9126728,0.01302228,0.6949326,0.3841917,0.6597631,0.01402239,0.8066635,0.666507,0.1484036,0.8137548,0.6383498,0.9876923,0.9420468,0.02771222,0.9298191,0.8968858,0.9212405,0.05882704,0.01011259,0.3496385,0.5661728,0.7751162,0.5667007,0.03262493,0.9284233,0.8237905,0.01281719,0.8613504,0.8660181,0.7851327,0.8651506,0.0581869,0.2589901,0.8927224,0.9779713,0.8950237,0.6831944,0.008638272,0.09556665,0.02284872,0.8740032,0.6358865,0.9296545,0.6608018,0.5690576,0.9724575,0.6485432,0.9317139,0.9099726,0.7243294,0.754815,0.6615321,0.05619597,0.02474377,0.2639501,0.007032067,0.7885595,0.9178607,0.8641328,0.8639647,0.09346864,0.9625994,0.6413779,0.46614,0.007532627,0.6679802,0.9328225,0.9462361,0.9615683,0.01940111,0.00974026,0.03667103,0.9703889,0.394919,0.9538083,0.03415904,0.9502755,0.9514854,0.1046643,0.01581384,0.9422288,0.8592372,0.8326043,0.9603174,0.9643041,0.3643932,0.6616928,0.9293551,0.8141673
